,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
76,661111538347104512,661111538347104512,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667106892021937,08464732+1938410,J084647.29+193840.8,-9223372036854775808,131.69717328736024,19.644728817798946,10.588556,10.896412,10.141458,5.407580076601351,0.018117262,1.0532286,1092653.976732114,496.78812,434,10.59116,10.884378,10.134828,183.20682,183.75307,184.26208,183.18483,183.79486,184.37798,6377706371515681650,15.7014,0.0158,0,6377706371515681650,21.3351,0.3105,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08464732+1938410,9.621,0.026,9.422,0.033,9.342,0.019,AAA,222,111,000,1,J084647.29+193840.8,9.301,0.023,9.332,0.019,9.256,0.039,8.422,,0000,0,AAAU,3333.0,,,,,,,,,,,,,,,,
77,660986331460669312,660986331460669312,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667254530736134,08424525+1851362,J084245.22+185136.1,-9223372036854775808,130.68851785147928,18.860068586632188,10.611017,10.9817705,10.102619,5.330734703915117,0.039190892,2.1289115,1070640.0764244166,146.5764,502,10.613258,10.965257,10.093514,185.36188,186.55566,187.94719,184.76132,186.20442,187.66628,6377811898860046493,16.5556,0.0246,17,6377811898860046493,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08424525+1851362,9.53,0.021,9.231,0.019,9.168,0.018,AAA,222,111,000,1,J084245.22+185136.1,9.081,0.023,9.137,0.02,9.111,0.049,8.553,0.468,0000,0,AAAC,4644.0,,,,,,,,,,,,,,,,
80,659539236719824768,659539236719824768,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667254529949723,08355455+1808577,J083554.52+180857.5,-9223372036854775808,128.97728923577205,18.14935024879257,10.735033,11.051026,10.283341,5.288050304467898,0.016194597,0.95886123,957321.2737091106,383.10873,302,10.734722,11.034366,10.274084,187.49066,187.96513,188.41899,187.45831,187.99756,188.62653,6377776812198464336,15.9072,0.0088,0,6377776812198464336,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08355455+1808577,9.757,0.023,9.518,0.024,9.445,0.026,AAA,222,111,000,1,J083554.52+180857.5,9.436,0.023,9.475,0.022,9.35,0.069,7.924,,0000,0,AAAU,5633.0,,,,,,,,,,,,,,,,
81,661216369910684544,661216369910684544,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107428237460,08400635+1918264,J084006.33+191826.4,-9223372036854775808,130.02648537642884,19.30736332537773,10.803354,11.207369,10.266122,5.444533709328248,0.035082806,1.5686793,897158.0565704103,279.42682,265,10.805195,11.1880865,10.258721,181.42165,182.43382,183.5844,181.60832,182.64847,183.93883,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,12.98928,0.0104667,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08400635+1918264,9.701,0.022,9.321,0.019,9.228,0.018,AAA,222,111,000,1,J084006.33+191826.4,9.181,0.022,9.243,0.021,9.213,0.05,8.15,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
82,661253478428045568,661253478428045568,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255604543612,08415587+1941229,J084155.84+194122.7,-9223372036854775808,130.48279639600713,19.6896797637428,10.896122,11.245933,10.416808,5.424979880936136,0.019428175,1.1775702,824900.0036160608,361.3425,472,10.896363,11.220029,10.4059725,182.46841,183.22588,183.89812,182.72719,183.28333,183.90715,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,12.68085,0.02412865,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08415587+1941229,9.869,0.025,9.627,0.024,9.544,0.018,AAA,222,111,000,1,J084155.84+194122.7,9.499,0.023,9.544,0.02,9.592,0.054,8.684,,0000,0,AAAU,3333.0,ASASSN-V J084155.87+194122.2,11.02,0.13,956.7088351,ROT:    ,0.46,,,,,,,,,,
83,661212933936844416,661212933936844416,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107428237741,08402743+1916409,J084027.41+191640.8,-9223372036854775808,130.1143197621481,19.278033564897488,11.008219,11.359286,10.529177,5.215410208938402,0.032053735,1.0717934,742769.7630604861,322.83496,279,11.010231,11.337093,10.519734,189.06294,190.22768,191.31961,189.22166,190.39232,191.79526,6377811898860047843,16.6608,0.0243,1,6377811898860047843,,,0,12.91218,0.01046212,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08402743+1916409,10.012,0.023,9.698,0.023,9.655,0.02,AAA,222,111,sss,1,J084027.41+191640.8,9.588,0.021,9.634,0.022,9.492,0.06,8.27,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
85,660019998178653440,660019998178653440,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667252920713259,08495998+1821541,J084959.95+182153.9,-9223372036854775808,132.4999232971224,18.365008327990047,11.035883,11.391461,10.551917,5.556918150138141,0.018085212,0.92809296,724723.1173866582,297.381,397,11.036937,11.370035,10.542248,178.1492,178.8102,179.41151,178.08202,178.6469,179.17493,6377811918187399155,16.7415,0.0266,0,6377811918187399155,,,256,12.85253,0.01285441,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08495998+1821541,10.015,0.022,9.732,0.028,9.64,0.023,AAA,222,111,000,1,J084959.95+182153.9,9.604,0.023,9.646,0.019,9.555,0.044,8.887,,0000,0,AAAU,1111.0,,,,,,,,,,,,,,,,
86,662932260884134272,662932260884134272,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109037867140,08291350+1928480,J082913.48+192847.8,-9223372036854775808,127.30627318244336,19.47999805260532,11.042378,11.405419,10.560553,5.246654276882578,0.01986395,1.0091821,716578.0925017016,435.83487,401,11.049208,11.3794,10.547534,188.3773,189.28796,190.01709,188.45465,189.23569,189.96861,6377776796094434205,16.7327,0.0262,0,6377776796094434205,22.0469,0.5079,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08291350+1928480,10.017,0.022,9.726,0.024,9.645,0.019,AAA,222,111,000,1,J082913.48+192847.8,9.611,0.023,9.646,0.02,9.637,0.048,8.317,,0000,0,AAAU,3422.0,,,,,,,,,,,,,,,,
91,661220969817342848,661220969817342848,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255067541770,08415437+1915266,J084154.35+191526.5,-9223372036854775808,130.4765817055733,19.257386782622124,11.219938,11.612459,10.70314,5.436275515152367,0.023710772,1.2347515,608445.4155012346,527.22797,512,11.226812,11.5907135,10.694993,181.91454,182.71794,183.50922,181.76186,182.61163,183.39778,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.17925,0.02047691,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08415437+1915266,10.026,0.022,9.732,0.024,9.643,0.019,AAA,222,111,000,1,J084154.35+191526.5,9.589,0.022,9.617,0.02,9.481,0.047,8.517,,0000,0,AAAU,3333.0,ASASSN-V J084154.50+191526.7,11.37,0.07,505.0451234,ROT:    ,0.885,,,,,,,,,,
92,664403991557398784,664403991557398784,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109038915706,08381497+2034041,J083814.94+203404.0,-9223372036854775808,129.56240166581924,20.56782144641658,11.244787,11.633686,10.735727,5.387575434249819,0.032066654,1.335041,597411.6555795624,454.7429,275,11.246682,11.609264,10.726621,183.0639,184.21231,185.45778,183.3471,184.37915,185.2547,6377776802534785922,17.2874,0.0359,0,6377776802534785922,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08381497+2034041,10.106,0.021,9.804,0.032,9.717,0.018,AAA,222,111,000,1,J083814.94+203404.0,9.689,0.023,9.769,0.021,9.719,0.092,7.532,,0000,0,AAAU,5633.0,,,,,,,,,,,,,,,,
93,664387808120781440,664387808120781440,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142862372973,08372222+2010373,J083722.19+201037.1,132211293424092680,129.34261097635346,20.17701082839944,11.253525,11.621753,10.755785,5.2831184052118205,0.023142321,0.8296148,593843.4690622428,445.3917,279,11.253187,11.601088,10.746064,186.66077,187.70346,188.6758,187.1524,187.86217,188.49893,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.21038,0.02044771,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08372222+2010373,10.187,0.023,9.898,0.021,9.803,0.019,AAA,222,111,000,1,J083722.19+201037.1,9.773,0.023,9.802,0.019,9.737,0.083,8.08,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
94,661438913637806208,661438913637806208,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142326026337,08430055+2020161,J084300.51+202015.9,-9223372036854775808,130.75228442456162,20.33780663740661,11.259017,11.641185,10.744737,5.4373198732935375,0.03467682,1.1639187,590086.1338787649,205.44856,485,11.260078,11.617512,10.735025,181.20064,182.55814,183.96129,181.51988,182.5555,183.48608,6377706360776164860,17.4173,0.0363,1,6377706360776164860,,,0,13.33645,0.01712909,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08430055+2020161,10.185,0.023,9.853,0.021,9.774,0.02,AAA,222,111,000,1,J084300.51+202015.9,9.726,0.023,9.771,0.02,9.619,0.075,7.986,,0000,0,AAAU,3333.0,,,,,,,,,,,,,,,,
95,660204406894385920,660204406894385920,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667210507911181,08482783+1820439,J084827.81+182043.8,-9223372036854775808,132.11599657921207,18.34552625209699,11.260693,11.642232,10.752169,5.5947984346719215,0.028616978,1.3058846,588201.6425197925,281.98865,447,11.263552,11.620427,10.744365,176.39314,177.31688,178.1153,176.64716,177.5783,178.56693,6377811918187399082,17.2972,0.0351,0,6377811918187399082,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08482783+1820439,10.164,0.022,9.816,0.027,9.772,0.019,AAA,222,111,000,1,J084827.81+182043.8,9.739,0.022,9.794,0.02,9.869,0.053,8.752,,0000,0,AAAU,1122.0,,,,,,,,,,,,,,,,
96,660998975844267264,660998975844267264,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667106891366465,08404761+1854119,J084047.58+185411.8,130681301980354352,130.1983910861187,18.90331275155844,11.268625,11.654273,10.745841,5.336091795779054,0.045082502,1.5776842,587378.5513637785,268.59882,314,11.265072,11.630422,10.736105,184.36037,186.07166,187.90399,184.222,185.67624,187.00009,6377811898860046610,17.2596,0.034,0,6377811898860046610,,,0,13.27351,0.01239794,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08404761+1854119,10.126,0.02,9.778,0.023,9.686,0.02,AAA,222,111,000,1,J084047.58+185411.8,9.649,0.023,9.667,0.02,9.708,0.067,8.2,,0000,0,AAAU,4644.0,,,,,,,,,,,,,10.902099609375,0.03660099953413,11.083600044250488,0.0010000000474974
97,664288748995228160,664288748995228160,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142325371088,08371829+1941564,J083718.26+194156.2,-9223372036854775808,129.32622378784788,19.69900031411315,11.28608,11.669542,10.771033,5.422772696951008,0.018879415,0.80994123,577011.9417663658,326.66223,344,11.284405,11.64702,10.762269,182.37448,183.02956,183.7757,182.55952,183.24286,183.75089,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.29462,0.02547867,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08371829+1941564,10.175,0.022,9.849,0.021,9.802,0.019,AAA,222,111,000,1,J083718.26+194156.2,9.749,0.022,9.794,0.021,9.775,0.091,8.148,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
98,659285833649720064,659285833649720064,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667253456076989,08361626+1722539,J083616.23+172253.7,-9223372036854775808,129.06774579690097,17.381634304896508,11.310218,11.683862,10.813642,5.150967283113342,0.02328355,0.9946486,563567.8871960836,365.76428,308,11.310001,11.660991,10.803821,191.76266,192.60703,193.55704,191.92503,192.66507,193.49164,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.26011,0.01594239,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08361626+1722539,10.255,0.02,9.928,0.022,9.861,0.017,AAA,222,111,000,1,J083616.23+172253.7,9.82,0.024,9.858,0.019,9.711,0.13,8.136,,0000,0,AABU,5744.0,,,,,,,,,,,,,,,,
99,661302887731820416,661302887731820416,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667112254439657,08411031+1949071,J084110.28+194906.9,-9223372036854775808,130.29295027074923,19.818612914419543,11.31113,11.70463,10.793978,5.408098057761365,0.052013457,2.3187487,561636.1698999045,265.70505,392,11.313729,11.67982,10.783568,181.59235,183.17778,184.87067,181.9609,183.50526,185.18918,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.37669,0.01816035,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08411031+1949071,10.183,0.022,9.825,0.019,9.753,0.02,AAA,222,111,000,1,J084110.28+194906.9,9.717,0.022,9.739,0.02,9.661,0.066,8.215,,h000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
101,661269043386545536,661269043386545536,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255604216150,08392858+1928251,J083928.55+192825.0,-9223372036854775808,129.86909700296172,19.47364996839153,11.375244,11.86125,10.770476,5.4193228558734745,0.028739156,0.977609,531915.6052217991,265.68802,313,11.37276,11.831926,10.759586,182.31033,183.18742,184.13512,182.54665,183.5273,184.47234,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.98625,0.02160961,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08392858+1928251,10.035,0.02,9.626,0.024,9.533,0.021,AAA,222,111,000,1,J083928.55+192825.0,9.48,0.022,9.544,0.02,9.381,0.065,8.009,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
102,661317250102374528,661317250102374528,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667112254374109,08403169+1951010,J084031.66+195100.9,-9223372036854775808,130.13202625870815,19.850281273279723,11.43092,11.830153,10.901137,5.418012762356368,0.020465555,1.0186185,505772.3816911354,299.4882,357,11.427479,11.80335,10.892189,182.5272,183.10785,183.8146,182.50966,183.19151,183.83925,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.56147,0.01118793,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08403169+1951010,10.294,0.023,9.985,0.021,9.911,0.018,AAA,222,111,000,1,J084031.66+195100.9,9.851,0.022,9.901,0.021,9.919,0.099,8.221,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
103,661028662658249344,661028662658249344,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667106891563147,08424250+1905589,J084242.47+190558.8,-9223372036854775808,130.67707313814768,19.099708596559854,11.434957,11.8415575,10.903215,5.569695290023819,0.030762857,1.4697711,501813.8779501087,325.22662,493,11.43601,11.810861,10.890447,177.09845,178.04948,178.85524,177.49754,178.37624,179.25601,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.57697,0.01222505,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08424250+1905589,10.302,0.021,9.978,0.019,9.881,0.021,AAA,222,111,000,1,J084242.47+190558.8,9.837,0.023,9.886,0.02,9.794,0.068,8.088,,0000,0,AAAU,3333.0,,,,,,,,,,,,,,,,
104,659490510313883264,659490510313883264,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667254530474071,08403360+1840282,J084033.57+184028.0,-9223372036854775808,130.13999417375666,18.6744912066002,11.453332,11.861166,10.916206,5.324917559793757,0.037492316,1.5142815,497052.92777941306,427.91846,275,11.446361,11.829159,10.901496,185.19588,186.54951,187.77773,184.95334,186.25912,187.57336,6377811898860045827,17.6925,0.0432,0,6377811898860045827,,,0,13.58456,0.01128974,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08403360+1840282,10.249,0.021,9.943,0.021,9.832,0.016,AAA,222,111,000,1,J084033.57+184028.0,9.777,0.022,9.817,0.02,9.777,0.06,8.655,,0000,0,AAAU,4644.0,,,,,,,,,,,,,,,,
105,664366779961036288,664366779961036288,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142862307398,08364572+2007262,J083645.69+200726.1,-9223372036854775808,129.190504637675,20.12394767898766,11.475761,11.874149,10.944676,5.38600821515821,0.024356704,1.0734861,485721.1961918269,295.5983,309,11.471399,11.849038,10.934117,183.51358,184.39879,185.2635,183.3023,184.14882,184.85704,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.60596,0.01538611,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08364572+2007262,10.34,0.022,10.035,0.023,9.938,0.019,AAA,222,111,000,1,J083645.69+200726.1,9.893,0.023,9.944,0.021,9.923,0.085,7.947,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
106,659253638574908672,659253638574908672,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667210506862720,08391664+1727465,J083916.61+172746.3,-9223372036854775808,129.81934786314815,17.46292564436103,11.503157,11.898756,10.9713335,5.383173477777592,0.01912733,0.9096701,474651.7541895352,235.16684,334,11.496429,11.871488,10.960934,183.91014,184.568,185.2221,183.61505,184.34612,185.02454,6377811899933786493,17.712,0.0186,1,6377811899933786493,,,0,13.59537,0.0136071,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08391664+1727465,10.4,0.022,10.026,0.024,9.965,0.02,AAA,222,111,000,1,J083916.61+172746.3,9.91,0.024,9.95,0.02,10.032,0.076,7.912,,0000,0,AAAU,4644.0,,,,,,,,,,,,,,,,
107,661401225301656192,661401225301656192,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667112254505161,08413384+1958087,J084133.80+195808.6,-9223372036854775808,130.39096420753893,19.9690888086803,11.508884,11.915036,10.969517,5.50070087444793,0.023306465,1.0030555,470489.9168442691,250.77344,432,11.505991,11.889026,10.959602,179.55818,180.41089,181.06712,179.73355,180.50876,181.41861,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.67004,0.02008169,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08413384+1958087,10.392,0.023,10.083,0.02,9.928,0.018,AAA,222,111,000,1,J084133.80+195808.6,9.895,0.023,9.952,0.02,9.946,0.077,8.547,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
108,664401960036152960,664401960036152960,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109038850500,08380808+2026223,J083808.05+202622.2,-9223372036854775808,129.53368265850366,20.43953873383209,11.519134,11.928095,10.978165,5.417010174158233,0.02210689,0.8620905,466298.44959871867,268.84964,298,11.515707,11.903303,10.970187,182.38939,183.1767,183.83806,182.28952,183.05432,183.94304,6377776802534785523,17.9245,0.0479,0,6377776802534785523,,,0,13.7132,0.0165302,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08380808+2026223,10.358,0.026,10.012,0.032,9.932,0.019,AAA,222,111,000,1,J083808.05+202622.2,9.901,0.022,9.959,0.021,10.007,0.137,8.156,,0000,0,AABU,5744.0,,,,,,,,,,,,,,,,
109,665129291274350976,665129291274749696,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237673807585083429,08403623+2133421,J084036.20+213342.0,-9223372036854775808,130.1509769029776,21.56171552091746,11.53983,11.937192,11.007102,5.363861643720371,0.021624597,1.069146,457962.29321971047,154.34334,332,11.535293,11.911762,10.996941,184.39925,185.18713,185.96829,184.4833,185.32214,186.02316,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.62818,0.01528694,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08403623+2133421,10.386,0.02,10.021,0.02,9.974,0.018,AAA,222,111,000,1,J084036.20+213342.0,9.939,0.022,9.975,0.021,9.714,0.084,7.827,,0000,0,AAAU,4644.0,,,,,,,,,,,,,,,,
110,661325908755275648,661325908755275648,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107428565188,08431076+1931346,J084310.73+193134.5,-9223372036854775808,130.79486107360032,19.52628746483835,11.598381,11.999854,11.061939,5.356002053390971,0.024421737,1.2783488,433316.4459231669,169.87576,536,11.595354,11.972906,11.050672,184.67252,185.39001,186.25414,184.67393,185.37617,186.23438,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.71259,0.01799856,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08431076+1931346,10.439,0.023,10.074,0.021,10.007,0.021,AAA,222,111,000,1,J084310.73+193134.5,9.98,0.023,10.036,0.021,9.992,0.084,8.158,,0000,0,AAAU,3333.0,,,,,,,,,,,,,,,,
111,658445218353519488,658445218353519488,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667430625837162,08383102+1647248,J083830.99+164724.7,-9223372036854775808,129.6292682748601,16.79025467251608,11.613836,12.032382,11.060754,5.527214765232309,0.016119614,0.9526282,428139.33281584585,223.68513,300,11.608404,12.004003,11.051194,179.00992,179.54277,180.10449,179.11508,179.5635,179.99501,6377811909597464933,18.0952,0.0222,0,6377811909597464933,,,0,13.88099,0.01412663,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08383102+1647248,10.454,0.022,10.1,0.019,10.003,0.018,AAA,222,111,000,1,J083830.99+164724.7,9.948,0.023,9.996,0.02,9.968,0.072,8.796,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
