,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
77,3313259169388356608,3313259169388356608,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04333795+1645450,J043338.03+164544.6,-9223372036854775808,68.40819591126012,16.76249954176314,9.152518,9.623272,8.55924,20.61556113871976,0.017517813,1.0408796,4094067.025832373,1601.3804,439,9.15698,9.601489,8.548466,48.38934,48.42442,48.459194,48.38078,48.419205,48.455738,6376897105187832044,16.2212,0.0149,0,6376897105187832044,20.8866,0.3461,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04333795+1645450,7.839,0.021,7.42,0.026,7.351,0.024,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,ASASSN-V J043338.02+164544.8,9.4,0.6,,ROT:    ,0.471,,,,,,,,,,
78,148946068508277888,148946068508277888,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660752480763928,04181077+2317048,J041810.86+231704.4,-9223372036854775808,64.54496540738015,23.28465658045576,9.159913,9.703537,8.4638195,18.551284013663903,0.019089123,1.1132354,4051360.4694464393,5615.393,371,9.168365,9.687997,8.457889,53.74382,53.811832,53.87284,53.73015,53.785522,53.873096,6376861962691677182,16.0828,0.014,0,6376861962691677182,19.0016,0.0757,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04181077+2317048,7.585,0.019,7.077,0.029,6.937,0.016,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,ASASSN-V J041810.86+231705.9,9.54,0.28,312.8446659,ROT:    ,0.603,,,,,,,,,,
81,43789772861265792,43789772861265792,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664089139118095,03502496+1714474,J035025.05+171447.1,-9223372036854775808,57.60402772910053,17.24650858630533,9.200381,9.678036,8.590625,21.01286843657661,0.015778624,1.0372365,3896026.797106892,4620.261,441,9.210812,9.664482,8.584366,47.475952,47.509624,47.542675,47.48025,47.513504,47.551464,6376967484669429991,13.7466,0.0048,0,6376967484669429991,12.2184,0.0037,8,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03502496+1714474,7.776,0.023,7.401,0.059,7.249,0.023,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,ASASSN-V J035025.02+171446.4,9.58,0.55,,ROT:    ,0.542,,,,,,,,,,
85,3312281669189449472,3312281669189449472,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671256905089050,04181926+1605181,J041819.35+160517.7,-9223372036854775808,64.58029895482544,16.08833137851255,9.28708,9.808395,8.654677,22.242729901750533,0.015430937,1.0427548,3606501.5083246366,986.78265,318,9.294652,9.78985,8.643668,44.844807,44.88506,44.920967,44.855827,44.8893,44.916416,6376897099819123952,16.9248,0.0214,0,6376897099819123952,21.9398,0.3578,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04181926+1605181,7.88,0.023,7.423,0.023,7.322,0.017,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
86,3306856541379219456,3306856541379219456,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04222568+1118205,J042225.77+111820.4,-9223372036854775808,65.60705304970524,11.305712671753875,9.353226,10.035678,8.59071,22.70005263891222,0.24715331,14.270141,3400481.835213975,1303.3291,277,9.358516,10.013661,8.582234,43.65261,44.0202,44.559505,43.390457,43.928898,44.456287,6376897179276020672,18.0338,0.0381,17,6376897179276020672,21.4789,0.3653,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04222568+1118205,7.62,0.024,7.135,0.033,6.948,0.018,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
88,3239389683266590208,3239389683266590208,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,05004888+0443591,J050048.93+044359.3,-9223372036854775808,75.2036936348036,4.733111754647247,9.446108,9.938395,8.834328,19.2022150056192,0.016168004,0.9051738,3116893.219698834,880.6564,420,9.453062,9.922189,8.82465,51.94585,51.988037,52.034935,51.934975,51.998905,52.040684,6381858136012098650,16.8389,0.022,0,6381858136012098650,20.9157,0.3736,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05004888+0443591,8.113,0.023,7.692,0.036,7.589,0.026,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
89,3405127244241184256,3405127244241184256,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04485167+1556511,J044851.73+155650.9,127130722156337318,72.21534399020234,15.947538919175534,9.468653,9.913705,8.899504,16.371039682265213,0.014489603,0.97894996,3058627.479535405,1569.5408,409,9.473551,9.89365,8.888325,60.88918,60.95002,61.01228,60.89161,60.944798,60.993187,6376897115925251417,16.1869,0.0158,17,6376897115925251417,21.3645,0.2461,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04485167+1556511,8.233,0.029,7.83,0.017,7.737,0.021,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
90,3412605297699792512,3412605297699792512,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673411897655674,04470892+2052564,J044709.01+205255.8,-9223372036854775808,71.78722377878722,20.882312730623244,9.477062,10.052589,8.796018,23.67956652349198,0.01721415,1.0369015,3021058.838680779,1141.0674,419,9.486969,10.036687,8.789284,42.140488,42.174213,42.205246,42.14039,42.17021,42.20194,6376826783686199840,17.463,0.0287,0,6376826783686199840,,,0,12.60476,0.01874267,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04470892+2052564,7.966,0.027,7.436,0.023,7.337,0.021,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
92,3300315443626615040,3300315443626902016,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04094935+0918197,J040949.45+091819.7,-9223372036854775808,62.455621622732345,9.305491946654284,9.628851,10.307593,8.869006,27.818817765165903,0.022345021,1.0248393,2641029.4590665437,764.89874,233,9.632934,10.288371,8.856687,35.862106,35.89758,35.928497,35.882782,35.906414,35.937794,6377002657228261153,18.3136,0.0442,0,6377002657228261153,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04094935+0918197,7.912,0.019,7.34,0.023,7.264,0.02,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
93,3314079508140198528,3314079508140198528,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671257442943152,04241691+1800107,J042417.01+180010.1,-9223372036854775808,66.0705823259673,18.002920509371982,9.645082,10.221438,8.963739,21.496896698223075,0.014711817,1.0220522,2599262.165889283,557.48126,480,9.650242,10.201229,8.953043,46.403145,46.432934,46.470646,46.411938,46.44075,46.471382,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,12.83962,0.0405393,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04241691+1800107,8.154,0.018,7.636,0.023,7.524,0.018,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
96,50327297200978176,50327297200978176,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664089677627482,04033902+1927180,,-9223372036854775808,60.91266905599487,19.455012476767344,9.774549,10.364079,9.085566,20.95167537165959,0.019205533,1.2336773,2304985.2038804507,614.62,536,9.780697,10.343233,9.074455,47.587082,47.638233,47.683636,47.604095,47.641468,47.682003,6376861957320870341,17.9522,0.0441,0,6376861957320870341,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04033902+1927180,8.206,0.02,7.709,0.024,7.6,0.02,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
99,3313759000500605056,3313759000500605056,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671256369004577,04250024+1659057,J042500.31+165905.3,-9223372036854775808,66.25102960285176,16.984897463657074,9.967796,10.527222,9.291132,18.356021527791533,0.018641857,1.0585245,1936230.485030875,405.4512,473,9.9699745,10.507507,9.283397,54.31336,54.37471,54.423862,54.334057,54.38267,54.428104,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.02852,0.02032808,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04250024+1659057,8.486,0.023,7.98,0.024,7.83,0.016,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
102,148183866430358016,148183866430358016,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660760536580108,04400920+2535326,J044009.30+253532.0,-9223372036854775808,70.03845116748116,25.59238873412313,10.089218,10.858907,9.261143,22.51817212917521,0.035728313,2.048138,1734130.9110669363,2391.762,287,10.089663,10.830158,9.242001,44.27049,44.336773,44.404984,44.27253,44.339928,44.42717,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.84773,0.05034218,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04400920+2535326,8.168,0.023,7.583,0.027,7.385,0.021,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,ASASSN-V J044009.20+253533.2,10.61,0.19,,ROT:    ,0.844,,,,,,,,,,
103,3410640887035452928,3410640887035452928,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671256907055288,04324094+1906484,J043241.01+190648.2,-9223372036854775808,68.17060964623842,19.11348101809629,10.119958,10.735537,9.411325,19.02878834888202,0.018293487,1.1435659,1679510.4081492068,620.70917,415,10.12441,10.713506,9.398879,52.411564,52.45048,52.492935,52.405,52.454235,52.497704,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.42838,0.01973386,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04324094+1906484,8.569,0.024,8.032,0.042,7.898,0.034,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
104,3405988677241799040,3405988677241799040,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04500069+1624436,J045000.77+162443.1,-9223372036854775808,72.50297273534296,16.412060479509865,10.176132,10.829313,9.434624,20.322504046614675,0.022058612,1.0909169,1595003.006349268,442.44318,345,10.180463,10.80926,9.424363,49.049095,49.11499,49.179398,49.06881,49.12586,49.165737,6376826819119678068,18.7106,0.071,0,6376826819119678068,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04500069+1624436,8.485,0.02,7.968,0.018,7.839,0.016,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
106,3277270538903180160,3277270538903180160,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,03481186+0708464,J034811.97+070846.5,-9223372036854775808,57.04943200392381,7.14624377246883,10.240202,11.064445,9.380949,27.4460845903378,0.0182514,0.9750418,1505445.37381347,516.231,448,10.243204,11.042631,9.367696,36.36229,36.385235,36.40748,36.35515,36.379646,36.399982,6377108274769036425,19.5009,0.0796,0,6377108274769036425,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03481186+0708464,8.273,0.026,7.624,0.033,7.509,0.016,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
107,3410453484725565312,3410453489023420416,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673326545207384,04334192+1900504,J043342.00+190050.2,130810684252477514,68.42469733012338,19.01403435137201,10.269279,10.958457,9.502004,20.871118754097125,0.021693328,1.0452945,1466627.3864985346,599.6805,447,10.271567,10.938479,9.488083,47.780136,47.824226,47.87232,47.80376,47.854023,47.898537,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.89153,0.01865108,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04334192+1900504,8.535,0.021,7.977,0.02,7.82,0.023,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
109,3413146914550583680,3413146914553161728,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664087534862353,04472618+2303032,J044726.24+230302.8,-9223372036854775808,71.85911727301759,23.05092240701262,10.30307,10.924912,9.58085,18.236670664651037,0.015913824,0.9273865,1425340.8999292357,741.9232,432,10.30257,10.901463,9.567541,54.677525,54.720493,54.77005,54.705635,54.744232,54.78647,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.67415,0.01763111,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04472618+2303032,8.69,0.039,8.134,0.026,7.995,0.033,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
110,47813500084423296,47813504381625088,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04172512+1901478,J041725.23+190147.3,-9223372036854775808,64.3548001369667,19.02990849033292,10.348603,11.051074,9.570608,20.89852976070232,0.022057392,1.132101,1366808.026610336,420.5113,295,10.348098,11.028163,9.557798,47.712353,47.766056,47.810482,47.699272,47.75242,47.804955,6376861987385640212,19.2114,0.0715,0,6376861987385640212,,,256,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04172512+1901478,8.597,0.021,7.994,0.018,7.909,0.023,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
114,3312197934506930944,3312197934506930944,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671256904761349,04153367+1542226,J041533.77+154222.2,126840638908958163,63.89036662431975,15.706267268640817,10.431786,11.190613,9.615364,21.98884310674368,0.0194268,1.1388273,1263443.6433842403,352.07062,243,10.433477,11.169036,9.604377,45.352444,45.39396,45.429646,45.352463,45.397697,45.435276,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.27703,0.0189028,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04153367+1542226,8.558,0.026,7.982,0.021,7.853,0.023,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
115,3392422013721349632,3392422013721349632,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673474179596316,04570066+1354446,J045700.72+135444.2,-9223372036854775808,74.25281776017864,13.912347254763672,10.486551,11.155428,9.734379,17.778895629985,0.0158489,0.94153583,1201541.6518618304,334.12964,360,10.48802,11.132268,9.721299,56.094555,56.138657,56.187042,56.09311,56.13922,56.189495,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.01563,0.02234805,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04570066+1354446,8.762,0.026,8.266,0.024,8.119,0.017,AAA,111,111,000,1,J045700.72+135444.2,8.054,0.023,8.13,0.019,8.086,0.023,7.878,0.208,0000,0,AAAB,0.0,,,,,,,,,,,,,,,,
116,3308127405023027328,3308127405023027328,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04412966+1313164,J044129.74+131316.0,-9223372036854775808,70.37364364379684,13.221206980195731,10.488719,11.450566,9.546908,22.66290805390508,0.023663454,1.4050351,1197799.2768783828,266.61136,494,10.491406,11.430354,9.533933,44.001556,44.05722,44.100105,43.990353,44.040977,44.088932,6376897145987924710,19.8608,0.1495,0,6376897145987924710,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04412966+1313164,8.356,0.024,7.674,0.02,7.507,0.02,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
118,145664777917536512,145664777917536512,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664089680052263,04240740+2207079,J042407.50+220707.4,-9223372036854775808,66.03094761275484,22.11886777512644,10.49918,11.262421,9.678581,21.97239358755164,0.016493019,1.0518627,1188205.4609461715,354.23602,356,10.500138,11.241018,9.66589,45.402138,45.433445,45.469803,45.40343,45.43315,45.462017,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.28233,0.01129481,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04240740+2207079,8.627,0.024,8.066,0.023,7.886,0.02,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
123,144534724778235392,144534724778235392,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664088069505061,04264760+2114059,J042647.70+211405.2,-9223372036854775808,66.69842163937226,21.234920992951395,10.680808,11.502173,9.820853,23.21149309264509,0.015837342,1.1111956,1007810.0737791734,351.49002,411,10.67892,11.480024,9.806622,42.981514,43.01467,43.050964,42.989254,43.012135,43.03691,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.65613,0.01857426,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04264760+2114059,8.724,0.02,8.076,0.021,7.936,0.023,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
126,3391728565481255040,3391728565481255040,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673451631804576,05013603+1355586,J050136.09+135558.5,124710754004039829,75.4001456588124,13.93301044499572,10.745497,11.605692,9.85981,23.443390724705274,0.016346633,1.0179397,949784.4377751248,324.93207,263,10.743304,11.5863905,9.844588,42.55259,42.586105,42.61639,42.561016,42.58589,42.611263,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.86114,0.02121991,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05013603+1355586,8.754,0.021,8.104,0.017,7.918,0.02,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,12.09000015258789,0.0109839998185634,,,,,,,,
127,146687018788948224,146687018788948224,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664088607948807,04395709+2308162,J043957.17+230815.8,-9223372036854775808,69.9879318083518,23.137882366940183,10.749867,11.605941,9.866274,23.15742025497623,0.014905446,0.9478545,944818.5600536125,393.09525,291,10.748996,11.5874815,9.85209,43.08021,43.102352,43.13343,43.08768,43.11781,43.14286,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.79572,0.01796226,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04395709+2308162,8.738,0.026,8.059,0.02,7.915,0.024,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
131,50298125783225088,50298125783225088,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04052565+1926316,J040525.75+192631.3,-9223372036854775808,61.35696054488412,19.442151474825973,10.833858,11.653789,9.98305,21.198268225584627,0.023146871,1.3560333,871903.4634585853,274.7807,401,10.836196,11.628955,9.969223,47.041435,47.095215,47.150723,47.03224,47.090073,47.13976,6376861956247126159,20.0445,0.1456,17,6376861956247126159,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04052565+1926316,8.889,0.032,8.259,0.027,8.107,0.026,AAA,111,111,000,1,J040525.75+192631.3,8.036,0.022,8.097,0.021,8.016,0.02,7.759,0.189,0000,0,AAAB,1100.0,,,,,,,,,,,,,,,,
132,3406431406767566464,3406431406767566464,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04514917+1716255,J045149.24+171625.1,128720729552899032,72.95495728039911,17.27372561945213,10.852497,11.595027,10.042666,18.814075767979965,0.1459121,8.931865,859955.4348966157,310.84964,446,10.851177,11.570442,10.0299425,52.736332,53.067204,53.482872,52.54875,53.022827,53.402687,6376826812677227540,19.6874,0.0973,0,6376826812677227540,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04514917+1716255,9.015,0.02,8.431,0.021,8.279,0.018,AAA,112,111,000,1,J045149.24+171625.1,8.202,0.023,8.261,0.019,8.152,0.026,7.975,0.218,0000,0,AAAB,1111.0,,,,,,,,,,,,,,,,
133,145916050683920128,145916050683920128,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664089680707678,04293897+2252579,J042939.05+225257.4,-9223372036854775808,67.41247465323043,22.882720426093616,10.854518,11.564941,10.065458,16.98181159135447,0.018911948,1.2327719,857977.1044273836,193.90393,422,10.853678,11.539753,10.052672,58.68015,58.75248,58.813137,58.70842,58.768955,58.840115,6376861992754349649,19.4742,0.1003,1,6376861992754349649,,,0,14.536,0.0164976,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04293897+2252579,9.096,0.022,8.496,0.02,8.368,0.019,AAA,212,111,000,1,J042939.05+225257.4,8.273,0.023,8.35,0.021,8.302,0.03,8.112,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
134,3295209414705918080,3295209414705918080,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,05013765+1224589,J050137.71+122458.8,-9223372036854775808,75.40694120007333,12.416385014718813,10.890981,11.857046,9.947734,19.873387010015144,0.029834598,1.7883652,828785.7561031616,263.86316,265,10.891261,11.832801,9.930564,50.160534,50.24549,50.331726,50.1233,50.202374,50.274937,6381822945195459944,19.9,0.1331,0,6381822945195459944,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05013765+1224589,8.72,0.021,8.113,0.029,7.869,0.024,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
