,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
229,3308269757418376576,3308269757418376576,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04354850+1317169,J043548.57+131716.7,123940689523986086,68.95214372699402,13.288048508460813,13.635512,15.163108,12.429826,20.29581116307245,0.018649504,1.238572,67432.18493267265,38.258957,417,13.615199,15.14163,12.412093,49.07515,49.125034,49.183487,49.07517,49.122288,49.162617,6376897147061666940,20.9019,0.2993,0,6376897147061666940,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04354850+1317169,10.731,0.022,10.108,0.022,9.867,0.018,AAA,222,111,000,1,J043548.57+131716.7,9.728,0.022,9.583,0.021,9.521,0.053,8.201,,0000,0,AAAU,5744.0,,,,,,,15.530699729919434,0.0028140000067651,14.30679988861084,0.0031210000161081,12.929800033569336,0.0010000000474974,,,12.021100044250488,0.0034970000851899
230,3313207698500079360,3313207698500079360,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04383151+1702265,J043831.61+170226.1,128440696316959265,69.63140528181886,17.040694604748275,13.641514,15.225585,12.415317,22.85331654281413,0.020877853,1.2659032,67232.7103733251,34.941284,553,13.618415,15.206414,12.397598,43.615646,43.655724,43.68984,43.605377,43.64179,43.704754,6376897104111993471,21.1629,0.2371,0,6376897104111993471,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04383151+1702265,10.683,0.021,10.071,0.022,9.827,0.022,AAA,222,111,000,1,J043831.61+170226.1,9.678,0.023,9.52,0.019,9.335,0.044,8.654,,0000,0,AAAU,3533.0,,,,,,,15.57040023803711,0.0126029998064041,14.42169952392578,0.0096709998324513,12.95639991760254,0.0174189992249012,14.13230037689209,0.001607000012882,11.95709991455078,0.0123410001397132
231,3307516660672931584,3307516660672931584,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04350555+1310251,J043505.64+131025.0,123800687734598822,68.77322150929342,13.17366794020142,13.729072,15.358678,12.487358,21.412135174332253,0.019940645,1.1834246,62178.85229719898,52.517307,403,13.70326,15.3373165,12.469059,46.529957,46.58665,46.631973,46.536274,46.581684,46.624783,6376897147061666677,21.0619,0.3561,1,6376897147061666677,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04350555+1310251,10.675,0.021,10.1,0.022,9.825,0.018,AAA,222,111,000,1,J043505.64+131025.0,9.7,0.023,9.542,0.019,9.367,0.049,8.433,0.419,0000,0,AAAC,5744.0,,,,,,,15.646300315856934,0.0088679995387792,14.472999572753906,0.003654999891296,12.847900390625,0.0011399999493733,12.32390022277832,0.0002329999988432,11.992799758911133,0.0154889998957514
232,3277175602945236352,3277175602945236352,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,03513447+0722250,J035134.59+072225.0,-9223372036854775808,57.893665108596856,7.3736309479052,13.733553,15.347078,12.501911,27.653129103681408,0.022174826,1.3329722,61731.21997774966,29.11616,395,13.711104,15.323139,12.481177,36.04583,36.08102,36.110947,36.06021,36.08523,36.111248,6377108274771134420,20.2742,0.1389,17,6377108274771134420,21.0417,0.2981,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03513447+0722250,10.745,0.039,10.123,0.043,9.851,0.032,EEE,222,111,000,1,J035134.59+072225.0,9.7,0.031,9.534,0.029,9.465,0.057,8.273,,0000,0,AAAU,0.0,,,,,,,,,,,,,,,,
234,3293176074109393152,3293176074109393152,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673472030343346,04473712+1013587,J044737.18+101358.7,120280719048990079,71.90470953663508,10.23300259350241,13.742318,15.23913,12.5464525,18.916645295051254,0.019420149,1.1789963,61260.35053764016,46.39394,444,13.719419,15.214689,12.526278,52.67381,52.727608,52.777008,52.662483,52.708473,52.762135,6376897183568889026,21.6626,0.3888,0,6376897183568889026,,,0,,,15.83829,0.01483732,14.40182,0.01054638,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04473712+1013587,10.847,0.022,10.246,0.031,9.984,0.02,AAA,222,111,000,1,J044737.18+101358.7,9.864,0.023,9.724,0.021,9.536,0.048,8.637,0.447,0000,0,AAAC,1111.0,,,,,,,15.57289981842041,0.0276730004698038,14.360899925231934,0.0079469997435808,,,,,12.117300033569336,0.00504200020805
235,3419656057748048512,3419656057748048512,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671257984073932,04554905+2421458,J045549.12+242145.2,137230739546625653,73.95442386240153,24.3627069485229,13.760089,15.2495985,12.569781,19.32531315840507,0.017549336,1.1345441,60483.77222621121,38.454323,425,13.73327,15.218934,12.545413,51.562073,51.602173,51.64868,51.56295,51.609882,51.652008,6376826824488389425,21.7079,0.355,0,6376826824488389425,,,0,18.57384,0.03015831,15.81618,0.01448143,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04554905+2421458,10.934,0.021,10.355,0.023,10.092,0.019,AAA,222,111,000,1,J045549.12+242145.2,9.923,0.023,9.762,0.02,9.695,0.058,8.079,,0000,0,AAAU,0.0,,,,,,,15.585599899291992,0.0032230000942945,14.407999992370604,0.0019789999350905,12.887499809265137,0.0010000000474974,12.6358003616333,0.0893469974398613,12.14840030670166,0.0023469999432563
238,3410639993682264960,3410639993682264960,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671256907055213,04323784+1902480,J043237.92+190247.7,-9223372036854775808,68.15768290775404,19.04670246190196,13.765739,15.363274,12.536123,23.27516411865521,0.020439388,1.236391,59842.14394565527,68.585754,455,13.744849,15.3451805,12.519701,42.82516,42.862858,42.90098,42.81864,42.85601,42.89518,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.65868,0.0255622,15.91123,0.01650954,14.47571,0.01516587,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04323784+1902480,10.794,0.027,10.177,0.034,9.979,0.019,AAA,222,111,000,1,J043237.92+190247.7,9.771,0.023,9.614,0.02,9.456,0.051,8.296,0.394,0000,0,AAAC,3422.0,,,,,,,,,,,,,,,,
241,3287167277423046272,3287167277423046272,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673451627348096,04280798+0756448,J042808.05+075644.8,117530670335775415,67.03330079446799,7.9457677123998,13.77343,15.28358,12.575849,19.89125758728529,0.02173974,1.2239777,59736.89939747604,42.653942,238,13.74676,15.253352,12.552079,50.084625,50.141075,50.202885,50.079678,50.14152,50.195145,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.60852,0.02136851,15.89421,0.01472362,14.46784,0.009499005,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04280798+0756448,10.904,0.024,10.313,0.03,10.056,0.022,AAA,222,111,000,1,J042808.05+075644.8,9.876,0.024,9.741,0.021,9.615,0.048,8.718,,0000,0,AAAU,2211.0,,,,,,,15.597299575805664,0.0040930001996457,14.402299880981444,0.0010329999495297,13.01039981842041,0.0014690000098198,12.445500373840332,0.0016260000411421,12.150699615478516,0.0026189999189227
242,45845378567048320,45845378567048320,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04160143+1658592,J041601.53+165858.8,128380640063470203,64.00605063454235,16.983097272771534,13.78012,15.384231,12.551669,21.62212179497498,0.020969896,1.2179997,59295.626542786806,33.03722,289,13.75481,15.356439,12.530721,46.08981,46.125626,46.1661,46.089035,46.130566,46.178047,6376862000270541504,21.7918,0.3309,0,6376862000270541504,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04160143+1658592,10.806,0.022,10.196,0.022,9.916,0.017,AAA,222,111,000,1,J041601.53+165858.8,9.778,0.023,9.631,0.019,9.551,0.047,8.945,,0000,0,AAAU,1111.0,ASASSN-V J041601.56+165900.4,15.19,0.24,,UV:     ,,15.716099739074709,0.0027030000928789,14.490699768066406,0.0044260001741349,13.55739974975586,0.0455700010061264,12.462499618530272,0.0010000000474974,12.05430030822754,0.0032500000670552
243,3409290995993067648,3409290995993067648,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04421880+1741383,J044218.88+174137.9,129230705786683196,70.5784240048952,17.69396748777836,13.78244,15.307341,12.577608,19.297225365639274,0.019925946,1.1769052,59159.79548429431,39.460022,470,13.7573,15.27889,12.556229,51.617756,51.662388,51.723526,51.613914,51.67071,51.72981,6376897103038254261,22.0524,0.2737,0,6376897103038254261,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04421880+1741383,10.86,0.024,10.283,0.027,10.02,0.022,AAA,222,111,000,1,J044218.88+174137.9,9.869,0.024,9.734,0.019,9.651,0.055,8.862,,0000,0,AAAU,0.0,,,,,,,15.597200393676758,0.0053030000999569,14.420599937438965,0.0035830000415444,13.032699584960938,0.0010000000474974,12.418499946594238,0.0163359995931386,12.131400108337402,0.0072880000807344
244,3411128795318922496,3411128795318922496,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671256371429474,04425849+2036174,J044258.54+203617.0,-9223372036854775808,70.74368845993496,20.604835454169343,13.7909155,15.286649,12.594901,19.426361506620456,0.019645153,1.1560981,58641.41999768846,25.170898,465,13.766855,15.259261,12.574631,51.293022,51.344803,51.393715,51.268715,51.326916,51.3976,6376826784759941541,22.741,0.4901,0,6376826784759941541,,,0,18.54046,0.02797781,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04425849+2036174,10.892,0.025,10.349,0.034,10.084,0.019,AAA,222,111,000,1,J044258.54+203617.0,9.945,0.024,9.802,0.02,9.704,0.047,8.629,,0000,0,AAAU,1111.0,,,,,,,,,,,,,,,,
245,45293526808851200,45293526808851200,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671257978241081,04112766+1559317,J041127.72+155931.4,127190628655061060,62.865194052551104,15.992152333054122,13.798448,15.39472,12.567893,20.97584775262172,0.017986475,1.1304576,58134.71883479203,57.822884,302,13.776278,15.3720045,12.54961,47.512264,47.554195,47.593594,47.507202,47.54311,47.57884,6376967539430263440,20.9324,0.1838,0,6376967539430263440,21.8702,0.4894,0,18.2607,0.03000353,15.86527,0.01854782,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04112766+1559317,10.807,0.019,10.236,0.029,9.941,0.021,AAA,222,111,000,1,J041127.72+155931.4,9.802,0.024,9.639,0.02,9.525,0.043,8.649,,0000,0,AAAU,1111.0,,,,,,,15.745100021362305,0.0036390000022947,14.53660011291504,0.0075349998660385,,,,,12.086400032043455,0.0037459998857229
247,3291734202048545792,3291734202048545792,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,05055408+1034509,J050554.13+103450.8,-9223372036854775808,76.47534538996733,10.580797950452173,13.821312,15.264295,12.54073,23.46316493264592,0.023143861,1.317243,56945.02216743715,41.935555,250,13.798727,15.242338,12.526227,42.48232,42.523285,42.567886,42.48148,42.51656,42.566326,6381822960227844632,19.9972,0.1375,0,6381822960227844632,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05055408+1034509,10.8,0.029,10.283,0.034,10.017,0.022,AAA,222,111,000,1,J050554.13+103450.8,9.802,0.023,9.661,0.021,9.546,0.048,8.54,,0000,0,AAAU,0.0,,,,,,,,,,,,,,,,
248,3296045077903829888,3296045077903829888,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673453240909891,04465287+1253019,J044652.95+125301.7,123460717206471100,71.72037930042558,12.883853898604825,13.831421,15.412242,12.60884,20.574214191473143,0.018848885,1.1603897,56512.39172240943,21.045933,605,13.807008,15.390692,12.589886,48.43719,48.471355,48.51085,48.42433,48.46608,48.51123,6376897153504118714,22.1744,0.4303,0,6376897153504118714,,,0,18.71345,0.02431922,16.0211,0.01441441,14.60881,0.01196368,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04465287+1253019,10.896,0.02,10.275,0.022,10.017,0.017,AAA,222,111,000,1,J044652.95+125301.7,9.871,0.023,9.723,0.02,9.489,0.04,8.553,,0000,0,AAAU,1111.0,,,,,,,15.728400230407717,0.0090439999476075,14.547699928283691,0.0017869999865069,13.160699844360352,0.0013259999686852,12.438199996948242,0.0011439999798312,12.142900466918944,0.0012179999612271
249,145668974102570624,145668974102570624,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664089680052301,04235738+2210537,J042357.49+221053.2,134610659895288302,65.98918937292497,22.181592768884727,13.844896,15.460286,12.606865,23.217396571266843,0.020758655,1.1722838,55858.79512734802,38.409523,386,13.819638,15.438066,12.589837,42.91377,42.955357,42.998592,42.92475,42.958447,42.994225,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.49586,0.01719876,16.05137,0.01832104,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04235738+2210537,10.867,0.021,10.253,0.02,9.999,0.017,AAA,222,111,000,1,J042357.49+221053.2,9.857,0.024,9.682,0.02,9.505,0.05,8.643,,0000,0,AAAU,5744.0,,,,,,,15.778200149536133,0.0039160000160336,14.568699836730955,0.0037519999314099,13.133099555969238,0.0099969999864697,12.442399978637695,0.0018720000516623,12.124199867248535,0.0061260000802576
250,119219294181874048,119219294181874048,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,03223165+2858291,J032231.79+285828.6,142770506325790088,50.63197236201844,28.974743755249463,13.85782,15.483024,12.614138,20.77346864519992,0.026890293,1.4664371,55665.46951983011,74.37875,224,13.823402,15.454223,12.589571,47.953243,48.00854,48.07176,47.944458,48.006577,48.057846,6373202832015754868,20.6374,0.2324,0,6373202832015754868,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03223165+2858291,10.823,0.024,10.195,0.022,9.939,0.021,AAA,222,111,000,1,J032231.79+285828.6,9.808,0.023,9.643,0.02,9.534,0.05,8.502,0.376,0000,0,AAAC,0.0,ASASSN-V J032231.66+285829.2,14.89,0.13,,ROT:    ,0.846,15.779199600219728,0.0048440000973641,14.600099563598633,0.0083630001172423,13.990400314331056,0.1991550028324127,,,12.126500129699709,0.0043299999088048
256,3411274308810562688,3411274308810562688,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673413507416310,04370517+2043054,J043705.23+204305.0,132860692719062273,69.27155649122628,20.718152214289944,14.023844,15.535281,12.820388,17.277366637747814,0.021332331,1.1967921,47627.22472905665,52.528973,236,13.992728,15.503748,12.795541,57.641853,57.704704,57.77441,57.61475,57.67724,57.738003,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.56148,0.02308608,16.1177,0.01140029,14.68523,0.01332895,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04370517+2043054,11.113,0.02,10.523,0.021,10.281,0.02,AAA,222,111,000,1,J043705.23+204305.0,10.125,0.023,9.984,0.021,9.909,0.085,8.2,,0000,0,AAAU,1222.0,,,,,,,15.911999702453612,0.0030429998878389,14.699899673461914,0.0039539998397231,13.309000015258787,0.0042690001428127,12.68970012664795,0.0037869999650865,12.38759994506836,0.0034960000775754
261,3311934086075988864,3311934086075988864,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673326005977121,04175160+1513378,J041751.70+151337.5,126270644654003076,64.4651075613939,15.227160622892224,14.246441,15.88909,13.003492,21.125368661812228,0.02709581,1.077109,38694.21784369919,29.131334,233,14.218251,15.863755,12.982284,47.131824,47.192783,47.24807,47.132397,47.190754,47.244213,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.04009,0.05950828,16.40014,0.01546782,14.97923,0.01374555,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04175160+1513378,11.224,0.021,10.638,0.022,10.365,0.017,AAA,222,111,000,1,J041751.70+151337.5,10.211,0.023,10.047,0.02,9.919,0.057,8.57,,0000,0,AAAU,1111.0,,,,,,,16.21030044555664,0.0040279999375343,15.00879955291748,0.0020029998850077,13.523099899291992,0.006180000025779,12.85420036315918,0.0089389998465776,12.514100074768066,0.0077820001170039
262,3408317000489415296,3408317000489415296,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04592758+1920376,J045927.65+192037.0,131210748651622890,74.86499242688076,19.343770711418195,14.268033,15.936241,13.019988,21.34739380756155,0.025759807,1.2485352,37886.89786249548,23.206827,310,14.241144,15.913404,12.998204,46.65049,46.701336,46.75324,46.675983,46.735912,46.788303,6376826787981165675,20.6757,0.1905,17,6376826787981165675,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04592758+1920376,11.243,0.022,10.627,0.023,10.353,0.018,AAA,222,111,000,1,J045927.65+192037.0,10.187,0.023,10.02,0.021,9.918,0.059,8.877,0.527,0000,0,AAAC,0.0,,,,,,,16.27199935913086,0.0037469998933374,15.04319953918457,0.0025720000267028,13.560500144958496,0.0132299996912479,12.84630012512207,0.0153109999373555,12.48799991607666,0.0149560002610087
263,50756415973201152,50756415973201152,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,03490539+1850162,,130600572730255788,57.27258435314752,18.8378252186434,14.268664,15.830185,13.042287,16.516166377059392,0.027686108,1.2461574,37832.053481161965,76.77865,305,14.242717,15.822498,13.02361,60.24428,60.3411,60.460827,60.224697,60.31763,60.427162,6376932386194588720,21.1651,0.2931,0,6376932386194588720,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03490539+1850162,11.3,0.026,10.718,0.027,10.437,0.02,AAA,222,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,16.20669937133789,0.012253999710083,14.928199768066406,0.005630999803543,13.580100059509276,0.0065990001894533,12.880499839782717,0.0066619999706745,12.584199905395508,0.0053229997865855
267,3311804515502788352,3311804515502788352,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671256904433672,04130560+1514520,J041305.70+151451.7,126290632737427742,63.27338807253223,15.247782800160154,14.381669,16.074886,13.119987,22.357247280357765,0.03077869,1.3029861,34100.83815391142,23.153383,270,14.355454,16.063856,13.102507,44.55503,44.618362,44.681805,44.532322,44.593082,44.651917,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.65937,0.05333559,16.6704,0.02082914,15.22733,0.01447794,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04130560+1514520,11.303,0.021,10.732,0.02,10.444,0.019,AAA,222,111,000,1,J041305.70+151451.7,10.275,0.024,10.086,0.02,9.936,0.057,8.301,,0000,0,AAAU,1111.0,,,,,,,16.42530059814453,0.0063869999721646,15.228500366210938,0.0045489999465644,13.643799781799316,0.0018169999821111,12.941800117492676,0.0008619999862276,12.593000411987305,0.0047590001486241
268,3392664627834274688,3392664627834274688,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673474716664397,04575778+1427071,J045757.84+142706.9,125340744910582791,74.49079459973083,14.452006757048515,14.397709,16.078634,13.139265,20.61019442733577,0.0270991,1.1845627,33596.94911573586,18.301342,265,14.371617,16.05637,13.122932,48.318443,48.38569,48.448494,48.314125,48.380978,48.448017,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.32264,0.03797,16.65768,0.01259266,15.21244,0.009683703,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04575778+1427071,11.304,0.026,10.707,0.031,10.459,0.022,AAA,222,111,000,1,J045757.84+142706.9,10.325,0.022,10.147,0.02,10.084,0.072,8.619,,0000,0,AAAU,0.0,,,,,,,16.405500411987305,0.0041120001114904,15.21030044555664,0.0028099999763071,13.668800354003906,0.0040620001964271,12.967499732971191,0.0012460000580176,12.606599807739258,0.0016969999996945
273,3409379060002199168,3409379060002199168,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04442835+1751110,J044428.41+175110.8,129420711184014124,71.11821064528193,17.853090196595105,14.568982,16.204361,13.328968,17.206527960419955,0.029391633,1.0819831,28801.814475992996,30.437447,326,14.538817,16.17734,13.30953,57.833035,57.920647,58.015125,57.812263,57.915573,58.017616,6376897103038255095,23.1447,0.4809,1,6376897103038255095,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04442835+1751110,11.579,0.021,10.988,0.022,10.725,0.018,AAA,222,111,000,1,J044428.41+175110.8,10.533,0.024,10.371,0.02,10.201,0.069,8.347,,0000,0,AAAU,0.0,,,,,,,16.528200149536133,0.0034040000755339,15.309100151062012,0.0034779999405145,13.81659984588623,0.0065660001710057,13.15820026397705,0.0015310000162571,12.816100120544434,0.0033060000278055
274,151374477375986176,151374477375986176,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660761609273913,04293623+2634238,J042936.31+263422.9,139880674013078270,67.40099222383182,26.57319017950927,14.61867,16.350843,13.357017,20.240852004653053,0.030556511,1.17273,27421.95468768632,24.60578,268,14.592121,16.326202,13.337201,49.198963,49.27142,49.34564,49.18103,49.248066,49.326088,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.45256,0.04879884,16.95348,0.0189425,15.48189,0.01023357,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04293623+2634238,11.564,0.021,10.941,0.022,10.648,0.02,AAA,222,111,000,1,J042936.31+263422.9,10.488,0.022,10.306,0.021,10.126,0.088,8.467,,0000,0,AAAU,3433.0,,,,,,,16.68899917602539,0.0051839998923242,15.48680019378662,0.0065919999033212,13.893799781799316,0.0062919999472796,13.211999893188477,0.0100779999047517,12.814200401306152,0.0018220000201836
280,47319961098840192,47319961098840192,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671257979158848,04180899+1724586,J041809.09+172458.2,128890645378739896,64.53754352331823,17.416254128862775,14.729224,16.462358,13.459161,21.944709122364497,0.031130394,1.2429767,24765.120049689805,11.70761,330,14.702765,16.444012,13.44374,45.37536,45.44528,45.504917,45.366898,45.42852,45.486538,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.89679,0.04373906,17.06572,0.0230545,15.5882,0.01511707,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04180899+1724586,11.647,0.022,11.083,0.023,10.759,0.018,AAA,222,111,000,1,J041809.09+172458.2,10.591,0.024,10.414,0.02,10.193,0.076,8.776,,0000,0,AAAU,1111.0,,,,,,,16.86319923400879,0.011536999605596,15.593700408935549,0.0047309999354183,14.000699996948242,0.0022819999139755,13.27649974822998,0.0033569999504834,12.93910026550293,0.0080700004473328
