,dr2_source_id,dr3_source_id,Cluster,plx_cluster,e_plx_cluster,SimbadName_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,ra2000,dec2000,gmag,bpmag,dr2_bp_flux_over_error,rpmag,dr2_rp_flux_over_error,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_FUV,FUVmag,e_FUVmag,Fafl,objid_NUV,NUVmag,e_NUVmag,Nafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,u_psf,e_u_psf,v_flags,v_nimaflags,v_ngood,v_psf,e_v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_2MASS,rd_flg,bl_flg,cc_flg,use_src,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags_WISE,ext_flg_WISE,ph_qual_WISE,moon_lev_WISE,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,feh,feh_err,logg,logg_err,teff,teff_err,rv,rv_err,alpha_m,alpha_m_err,snrg,nobs,rv_discrepancy_sig,rv_discrepancy,imputed_uncertainties_flag
0,4377208708472475520,4377208708472475520,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,-9223372036854775808,17402388+0354180 ,J174023.88+035417.8,265.09954465477693,3.904949302475365,10.436325,10.66331,913.6325,10.084472,844.1671,,,,1118355.7617490434,7658.414,390,10.565917,10.648712,10.074883,,,,,,,6375419375518748557,17.5001,0.0623,0,6375419375518748557,14.6363,0.0103,1,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.654,0.019,9.546,0.028,9.523,0.022,AAA,222,111,000,1,9.426,0.024,9.443,0.02,9.427,0.038,8.769,0.485,0000,0,AAAC,0000,                            ,,,,        ,,-0.14,0.099,3.8289999999999997,0.151,7680.06,90.91,-23.49,6.28,,,13.01,1,0.0,0.0,False
1,4473363130621414784,4473363130621414784,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,-9223372036854775808,17445131+0425388 ,J174451.31+042538.8,266.21380402955833,4.427476467193992,11.269955,11.69426,832.68695,10.691562,1592.3071,2.841248981032403,0.01548628,0.8082349,585131.7191109228,110.73815,358,11.269233,11.676057,10.681096,344.92087,346.6182,348.25882,345.36975,347.40002,349.44064,6375419374442908210,,,0,6375419374442908210,16.7546,0.026,1,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.991,0.024,9.718,0.032,9.621,0.021,AAA,222,111,000,1,9.576,0.023,9.574,0.021,9.606,0.047,8.844,,0h00,0,AAAU,0000,                            ,,,,        ,,0.071,0.017,4.052,0.03,6791.01,22.08,-48.18,3.36,-0.064194,0.022996,119.0,1,0.0,0.0,False
2,4473661437575846912,4473661437575846912,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237662979422945557,17444170+0514444 ,J174441.69+051444.3,266.173740802753,5.245678950814915,11.031803,11.410812,456.56195,10.493629,726.50037,2.865479125914815,0.01966163,0.9555475,727068.4935149675,124.78096,326,11.033428,11.394754,10.484793,342.68524,344.66885,346.75497,342.02567,344.21252,346.42664,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,12.8322,0.01632424,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.85,0.022,9.555,0.029,9.51,0.02,AAA,222,111,000,1,9.428,0.023,9.438,0.021,9.458,0.04,8.755,,0000,0,AAAU,0000,                            ,,,,        ,,-0.034,0.006,4.16,0.013000000000000001,6606.69,10.71,-19.83,1.95,-0.049832,0.024048,255.47,1,0.0,0.0,False
3,4473847293697382400,4473847293697382400,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,-9223372036854775808,17474402+0521591 ,J174744.02+052159.1,266.93345050153613,5.366454070419258,13.1889105,13.692092,141.51044,12.525456,203.69855,2.856932298125368,0.013360178,1.0789253,98529.39953305548,146.5808,377,13.203452,13.696523,12.537655,344.07986,345.68954,347.25537,343.38324,345.24893,346.77075,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.734,0.023,11.314,0.028,11.226,0.024,AAA,222,111,000,1,11.093,0.024,11.108,0.021,11.242,0.146,8.948,,hh00,0,AABU,0000,ASASSN-V J174744.20+052158.8,13.44,0.11,0.9992811,ROT     ,0.973,0.204,0.028999999999999998,4.453,0.048,5666.17,33.76,-12.49,4.5,-0.056574,0.051166,68.7,1,0.0,0.0,False
4,4473867153626279424,4473867153626279424,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668572550791740,17472117+0535584 ,J174721.17+053558.3,266.8382555984409,5.599576343979195,10.795077,11.0315695,796.1467,10.432249,736.1464,2.9018218963766365,0.015801623,1.1063207,905428.4580530853,183.47818,393,10.795232,11.016422,10.4227295,339.55228,341.2399,343.2737,338.86154,341.21036,343.29092,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,12.33694,0.01580265,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.995,0.022,9.877,0.035,9.765,0.018,AAA,222,111,000,1,9.72,0.023,9.729,0.02,9.683,0.048,8.595,,dd00,0,AAAU,0000,                            ,,,,        ,,0.14800000000000002,0.006999999999999999,3.862,0.017,7508.499999999999,13.52,-24.89,2.46,,,360.44,1,0.0,0.0,False
5,4473877014871376640,4473877014871376640,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237662980496950351,17483202+0537078 ,J174832.02+053707.8,267.1334319336276,5.618851262534419,12.533485,12.962326,238.31406,11.947041,293.83502,2.929979036064244,0.022199243,1.3941629,186812.61407471524,177.87741,356,12.508851,12.919591,11.917261,336.3958,339.5219,341.9826,336.13455,338.49377,340.60608,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.47442,0.01497825,,,,,,,12.15683,0.01282949,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.182,0.019,10.849,0.023,10.763,0.021,AAA,222,111,000,1,10.679,0.024,10.672,0.021,10.793,0.127,8.432,,0000,0,AABU,0000,                            ,,,,        ,,0.057999999999999996,0.032,4.254,0.053,5944.54,37.3,-19.91,4.98,-0.172398,0.027908999999999996,62.12,1,0.0,0.0,False
6,4473891201145119232,4473891201145119232,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668572550792133,17473582+0538557 ,J174735.82+053855.7,266.8992936929315,5.648832811891561,13.387852,13.854237,92.36124,12.740708,135.87148,2.7816703902715343,0.0134038655,0.9555907,87423.76949715291,214.07584,344,13.333293,13.794116,12.695083,353.1284,354.7493,356.32098,353.21466,354.86652,356.81866,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.76177,0.01629357,14.11141,0.01037524,,,,,12.9432,0.01161539,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.964,0.022,11.565,0.032,11.422,0.019,AAA,222,111,000,1,11.378,0.023,11.414,0.021,11.234,0.164,8.889,,hh00,0,AABU,0000,                            ,,,,        ,,0.135,0.027000000000000003,4.489,0.044000000000000004,5569.11,30.67,-17.08,4.18,0.066771,0.041868999999999996,46.16,1,0.0,0.0,False
7,4473895118155285248,4473895118155285248,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668657912414646,17480497+0548421 ,J174804.98+054841.8,267.02076592263927,5.81164486345916,13.142538,13.709993,182.67899,12.433905,266.73508,2.74345542115309,0.017317947,1.1371055,105279.69683341285,87.32834,305,13.131505,13.682809,12.420245,357.74103,360.04556,362.4473,357.19083,359.2584,361.19852,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.82847,0.02149173,13.9685,0.02458665,,,,,12.72903,0.08807005,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.488,0.023,11.035,0.03,10.865,0.026,AAA,222,111,000,1,10.812,0.023,10.839,0.02,10.666,0.118,8.885,,0000,0,AABU,0000,                            ,,,,        ,,0.161,0.039,4.527,0.064,5324.64,44.8,-17.39,6.14,-0.015161,0.061667,44.1,1,0.0,0.0,False
8,4474050943866952960,4474050943866952960,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,-9223372036854775808,17454123+0533444 ,                   ,266.42182516369854,5.562327144222387,11.279224,11.576244,523.524,10.827143,1022.2712,2.9182614776503017,0.02030717,1.1108675,581861.1170104017,132.44995,347,11.275318,11.561977,10.817697,334.95047,337.22534,339.82858,334.6838,337.1047,339.80273,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.243,0.026,10.094,0.033,9.948,0.024,AAA,222,111,000,1,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,,-0.041,0.018999999999999996,4.158,0.032,6806.26,23.39,-15.210000000000003,3.43,0.100383,0.028939,107.62,1,0.0,0.0,False
9,4474052794998331392,4474052794998331392,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,-9223372036854775808,17453881+0536232 ,J174538.81+053623.1,266.4117244011168,5.606449710844726,11.957426,12.295974,390.59296,11.456038,963.5129,2.903322467817791,0.014496874,1.1170428,311901.1518941132,71.79521,389,11.952325,12.281056,11.446797,338.65723,340.03964,341.61197,338.53668,340.00726,341.51166,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.864,0.022,10.586,0.03,10.52,0.019,AAA,222,111,000,1,10.497,0.023,10.515,0.02,10.428,0.072,8.441,,0000,0,AAAU,0000,                            ,,,,        ,,-0.019,0.011000000000000001,4.295,0.022000000000000002,6364.56,17.4,-15.11,3.09,-0.038308999999999996,0.026667000000000007,188.1,1,0.0,0.0,False
10,4474063279013086080,4474063279013086080,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,-9223372036854775808,17451964+0536547 ,J174519.64+053654.6,266.3318467930507,5.615209946776896,12.4408655,12.912755,172.18764,11.818776,261.7054,2.9484179012571836,0.032615457,2.8737051,202470.13636207627,201.21097,395,12.421464,12.875883,11.792958,334.07993,337.72928,341.02734,333.1736,337.2488,341.42172,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.997,0.022,10.565,0.032,10.456,0.021,AAA,222,111,000,1,10.383,0.022,10.4,0.02,10.202,0.064,8.37,,d000,0,AAAU,0000,                            ,,,,        ,,0.213,0.026000000000000002,4.409,0.045,5834.15,31.98,-18.35,4.4,0.059501,0.074738,88.4,1,0.0,0.0,False
11,4474066401451091840,4474066401451091840,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,-9223372036854775808,17453692+0542424 ,J174536.92+054242.3,266.4038630767014,5.711786940564547,11.731738,12.109957,501.48294,11.2009735,1020.28815,2.8727003648701572,0.013638005,0.9387199,384225.9525137834,87.686325,337,11.7259,12.088234,11.188321,341.08948,342.4145,343.97305,340.43274,342.36615,343.99094,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.55,0.022,10.226,0.027,10.195,0.019,AAA,222,111,000,1,10.129,0.022,10.163,0.02,10.148,0.064,8.877,,hh00,0,AAAU,0000,                            ,,,,        ,,0.05799999999999999,0.012,4.4110000000000005,0.025,6198.65,20.420000000000005,-19.34,3.72,-0.099707,0.028749,219.96,1,0.0,0.0,False
12,4474073312057164800,4474073312058235776,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668572550595250,17455649+0548446 ,J174556.48+054844.6,266.48535596245347,5.812414925684474,11.012441,11.282827,875.4255,10.605938,775.0783,2.9557091326792877,0.018961899,1.0039594,739666.2747638023,211.61327,359,11.014777,11.270426,10.597724,332.36945,334.34647,336.29837,332.6669,334.4236,336.6984,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.149,0.022,10.028,0.03,9.947,0.021,AAA,222,111,000,1,9.846,0.022,9.86,0.019,9.8,0.046,8.637,,0000,0,AAAU,0000,                            ,,,,        ,,0.019,0.004,4.046,0.008,6989.119999999999,6.88,-20.42,1.25,-0.055091999999999995,0.058979000000000004,333.59,1,0.0,0.0,False
13,4474073518215093632,4474073518215093632,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668572550660652,17462324+0547360 ,J174623.23+054735.9,266.59683445248413,5.793345843628294,10.361616,10.523865,866.05383,10.104238,970.3268,2.8809798662259243,0.015435531,0.88668656,1345273.710792113,336.8162,378,10.36534,10.512884,10.098445,342.17453,344.15152,346.23047,342.28888,344.06827,345.92584,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.814,0.023,9.689,0.028,9.676,0.02,AAA,222,111,000,1,9.4,0.019,9.534,0.018,9.357,0.039,7.725,0.181,0000,1,AAAB,0000,                            ,,,,        ,,-0.21257994346079456,0.012272186278140957,3.903097128403512,0.023166916557930742,8115.9043627436395,17.966803580033023,-21.4727876804047,2.9829018485008585,,,262.9000450741688,2,0.3250459496748912,2.2300000000000004,False
14,4474074205409872256,4474074205409872256,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668572550660598,17462609+0549422 ,J174626.09+054942.1,266.6087130889537,5.828421435717742,12.74323,13.191059,513.0237,12.1388035,481.70975,2.972915069369031,0.018178845,1.4660312,152816.90985217557,86.53001,434,12.726938,13.15769,12.120127,332.2196,334.36594,336.46274,331.6302,333.4497,335.14975,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.74365,0.01952664,13.30547,0.01196283,,,,,12.29437,0.01778438,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.435,0.025,10.985,0.031,10.919,0.023,AAA,222,111,000,1,10.791,0.023,10.777,0.02,10.822,0.114,8.852,,0000,0,AABU,0000,                            ,,,,        ,,0.14800000000000002,0.051,4.506,0.07200000000000001,5834.57,51.5,-15.05,5.97,-0.024897,0.043947,31.67,1,0.0,0.0,False
15,4474081588455448320,4474081588455448320,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668657912348933,17472148+0545342 ,J174721.48+054534.2,266.839537560657,5.759526575000448,9.8086195,9.94387,738.1183,9.5987835,668.77966,2.9835916432127365,0.029548349,1.714814,2234613.595400317,518.2931,381,9.814361,9.928471,9.589558,329.4689,332.22186,335.49847,328.4801,332.80264,336.6094,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.336,0.022,9.256,0.032,9.175,0.021,AAA,222,111,000,1,9.094,0.023,9.115,0.02,9.092,0.034,8.503,,0000,0,AAAU,0000,                            ,,,,        ,,-0.406,0.041999999999999996,4.218,0.07,8012.92,49.0,-36.1,6.640000000000001,,,49.51,1,0.0,0.0,False
16,4474106121308622848,4474106121308622848,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668658449220507,17463149+0605280 ,J174631.49+060527.9,266.63121815719086,6.091111182457188,12.11617,12.4780245,342.46713,11.600721,441.15607,2.8878703647676156,0.015396092,1.0011086,271357.91860517533,137.38994,364,12.103511,12.450411,11.585146,340.9942,342.73828,344.5117,340.5065,342.59247,344.401,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.97,0.023,10.714,0.026,10.634,0.023,AAA,222,111,000,1,10.581,0.023,10.61,0.021,10.581,0.099,8.898,,0000,0,AAAU,0000,                            ,,,,        ,,0.10800000000000001,0.08199999999999999,4.388999999999999,0.124,6100.029999999999,78.44,-13.01,7.16,-0.3877860000000001,0.037864999999999996,22.85,1,0.0,0.0,False
17,4474119560264697472,4474119560264697472,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237662979959685360,17441455+0546179 ,                   ,266.06062696908674,5.771642319952449,12.943238,13.404501,137.84418,12.330424,171.94264,2.920070135897439,0.014408132,0.9129765,125214.32158675975,161.6025,349,12.943232,13.393356,12.325971,337.6327,339.09735,340.77838,337.55884,339.189,340.53897,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.08811,0.01936862,13.52244,0.009804884,,,,,12.56419,0.01072915,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.498,0.019,11.197,0.033,11.039,0.023,AAA,222,111,000,1,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,,0.146,0.028999999999999998,4.367,0.048,5730.96,33.93,-15.78,4.53,-0.13695,0.03912,65.34,1,0.0,0.0,False
18,4474150827626570240,4474150827626570240,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668658449154935,17455597+0602542 ,J174555.96+060254.2,266.48320517438464,6.048428197252725,13.059133,13.525289,102.583374,12.440088,157.30247,2.899205233759884,0.015229547,1.0227433,113914.12989609446,150.21898,353,13.045923,13.498006,12.426193,338.853,340.6703,342.60782,339.65485,341.26236,343.0835,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.14958,0.02217579,,,,,,,12.60359,0.01382648,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.643,0.024,11.272,0.025,11.181,0.023,AAA,222,111,000,1,11.116,0.024,11.157,0.022,11.454,0.192,8.632,,0h00,0,AABU,0000,                            ,,,,        ,,0.17800000000000002,0.027000000000000003,4.428999999999999,0.045,5648.36,31.53,-18.6,4.26,0.09325499999999999,0.050325999999999996,51.75,1,0.0,0.0,False
19,4474171954567325440,4474171954567325440,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668573087335265,17453777+0618296 ,J174537.76+061829.4,266.4073740695583,6.308219512086256,11.819945,12.145346,441.14523,11.34244,1162.3247,2.9179855766998712,0.014736944,0.9811563,354893.6443464181,88.28402,371,11.812121,12.124287,11.329979,335.88434,337.6574,339.7663,336.08447,337.41415,339.05713,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.40975,0.01640973,,,,,,,11.60203,0.0130398,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.799,0.021,10.546,0.026,10.49,0.025,AAA,222,111,000,1,10.439,0.022,10.447,0.02,10.317,0.064,9.12,,0000,0,AAAU,0000,                            ,,,,        ,,-0.034,0.027000000000000003,4.2780000000000005,0.047,6338.5,33.54,-19.47,4.74,,,96.64,1,0.0,0.0,False
20,4283151914007881088,4283151914007881088,IC4756  ,2.0943,0.0018,IC4756       ,-9223372036854775808,-9223372036854775808,18355080+0343128 ,J183550.80+034312.8,278.9616788566478,3.720233328567368,13.850252,14.911267,306.3964,12.804219,611.4412,1.217501246691011,0.7302983,36.271896,49348.69563074375,261.34683,182,13.954178,14.895958,12.793652,1594.1573,6396.639,9695.226,718.37244,1758.2094,2241.607,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.176,0.023,10.561,0.027,10.289,0.026,AAA,222,111,000,1,10.133,0.021,10.187,0.019,10.343,0.064,9.098,,0000,0,AAAU,0000,                            ,,,,        ,,0.17,0.032,3.358,0.047,5307.31,31.61,12.88,3.39,-0.106501,0.04214,28.59,1,0.0,0.0,False
21,4283624119898400512,4283624119898400512,IC4756  ,2.0943,0.0018,IC4756       ,-9223372036854775808,-9223372036854775808,18384944+0439047 ,J183849.45+043904.8,279.70605408998796,4.651336398265375,12.988635,13.393168,804.6267,12.419728,993.01105,2.0763408759210886,0.015005154,0.91290265,121279.00817947762,29.932987,213,12.977902,13.372863,12.408253,471.96567,475.2865,478.9825,472.3768,475.64722,478.7271,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.74,0.025,11.442,0.025,11.404,0.027,AAA,222,111,000,1,11.299,0.023,11.343,0.022,12.178,0.321,9.021,,hh00,0,AABU,0000,                            ,,,,        ,,-0.14300000000000002,0.023,4.297,0.038,6288.74,27.370000000000005,-29.81,3.6899999999999995,-0.030679,0.014415,78.75,1,0.0,0.0,False
22,4283729638662629376,4283729638662629376,IC4756  ,2.0943,0.0018,IC4756       ,-9223372036854775808,-9223372036854775808,18401912+0456565 ,J184019.12+045656.5,280.0797073413776,4.949026413881592,13.377955,13.798215,498.14645,12.79164,647.16705,2.135550820390753,0.015199616,1.0038384,84894.7572541406,20.465538,219,13.365165,13.7781515,12.780238,457.0061,460.14688,463.8351,456.2356,459.9571,462.97357,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.119,0.022,11.76,0.025,11.672,0.027,AAA,222,111,000,1,11.652,0.025,11.67,0.025,11.658,0.188,8.923,,0000,0,AABU,0000,                            ,,,,        ,,-0.10400000000000001,0.024,4.455,0.039,5990.09,27.309999999999995,-26.95,3.75,0.052086,0.015740999999999998,43.24,1,0.0,0.0,False
23,4283812548696687872,4283812548696687872,IC4756  ,2.0943,0.0018,IC4756       ,-9223372036854775808,-9223372036854775808,18384464+0442092 ,J183844.64+044209.3,279.68602501447066,4.702587989564462,11.6696,12.018805,1308.7124,11.163458,1600.3007,2.018198903574654,0.013493412,0.77519643,406317.08854793553,82.406364,227,11.665204,12.001587,11.154015,481.75565,484.72614,487.9216,481.65567,484.3192,487.43103,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.564,0.025,10.344,0.024,10.255,0.022,AAA,222,111,000,1,10.168,0.023,10.202,0.02,9.964,0.05,8.553,0.347,H0o0,0,AAAB,0000,                            ,,,,        ,,-0.131,0.013999999999999999,4.167,0.027000000000000003,6632.69,20.65,-24.329999999999995,3.5900000000000003,-0.011536,0.015429,172.19,1,0.0,0.0,False
24,4283829144451065216,4283829144451065216,IC4756  ,2.0943,0.0018,IC4756       ,-9223372036854775808,-9223372036854775808,18371876+0454567 ,J183718.76+045456.7,279.32818188827855,4.915770227065323,10.892125,11.10998,462.53262,10.552057,868.0851,2.102038082859418,0.01717998,0.94217664,826297.4673095577,296.87515,219,10.894526,11.096345,10.544567,465.54465,468.85135,472.24448,464.55273,469.17084,472.93436,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.122,0.021,10.014,0.023,9.955,0.021,AAA,222,111,000,1,9.916,0.024,9.923,0.019,9.984,0.055,8.761,,0000,0,AAAU,0000,                            ,,,,        ,,-0.177,0.027000000000000003,3.925,0.046,7767.94,33.55,-33.07,4.929999999999999,,,107.77,1,0.0,0.0,False
