,dr2_source_id,dr3_source_id,Cluster,plx_cluster,e_plx_cluster,SimbadName_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,ra2000,dec2000,gmag,bpmag,dr2_bp_flux_over_error,rpmag,dr2_rp_flux_over_error,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_FUV,FUVmag,e_FUVmag,Fafl,objid_NUV,NUVmag,e_NUVmag,Nafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,u_psf,e_u_psf,v_flags,v_nimaflags,v_ngood,v_psf,e_v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_2MASS,rd_flg,bl_flg,cc_flg,use_src,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags_WISE,ext_flg_WISE,ph_qual_WISE,moon_lev_WISE,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN
6688,598901995080469888,598901995080469888,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671124833402941,08503221+1131487 ,                   ,132.63419643156018,11.530173601087785,15.203735,15.74031,396.0051,14.523761,945.77167,1.1518183420410624,0.031051828,1.0299928,15781.435836994837,3.9377842,407,15.192,15.710498,14.5135145,814.3974,838.43726,859.9225,801.99384,820.12787,835.792,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.05623,0.01640226,15.9706,0.01651581,15.1276,0.01790843,14.85603,0.01579733,14.71641,0.01439772,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.712,0.025,13.188,0.032,13.066,0.031,AAA,222,211,c00,1,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
6689,598902235598635776,598902235598635776,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272160276,08503315+1133122 ,J085033.15+113311.9,132.63819185498713,11.553335379863595,19.297564,20.502197,12.765262,18.162579,42.507626,1.5321436087716216,0.29272273,1.0923647,365.70263423378805,0.9866161,396,19.279547,20.568811,18.16645,598.711,719.03485,866.2643,630.1932,716.66766,845.5356,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,21.10303,0.03442502,19.66987,0.02617403,18.5632,0.02118233,17.98608,0.02026437,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,16.83,0.152,15.98,0.175,15.828,0.222,BCD,222,111,000,1,15.668,0.049,15.997,0.186,12.464,,8.591,,0000,0,ABUU,0000,                            ,,,,        ,
6690,598902437462030336,598902437462030336,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,-9223372036854775808,08504195+1133263 ,J085041.94+113326.2,132.67478462483598,11.55730162152901,17.424957,18.34382,78.047356,16.48881,258.87125,1.1352121992742288,0.09859556,1.0153893,2062.4392366430643,1.616904,406,17.401415,18.315432,16.480413,807.17206,866.2183,949.031,783.98956,832.6338,887.13794,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,15.364,0.043,14.659,0.055,14.553,0.076,AAA,222,111,000,1,14.466,0.032,14.507,0.058,12.585,,8.38,,0000,0,AAUU,0000,                            ,,,,        ,
6691,598902476116795776,598902476116795776,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671124833403328,08504666+1133166 ,J085046.63+113316.5,132.69438579033226,11.554611390741297,18.83488,20.102755,16.716114,17.691671,86.38683,0.976411351248891,0.20110364,0.97394943,563.3168916919102,0.95197046,382,18.810486,20.1151,17.70745,878.6828,1046.2065,1321.2786,723.7417,789.0846,864.30066,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,20.6406,0.02780388,19.16586,0.02051704,18.11545,0.01707698,17.55779,0.01841391,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,16.236,0.094,15.505,0.112,14.995,0.103,ABA,222,111,000,1,15.219,0.039,15.358,0.107,12.196,0.418,8.319,,0000,0,AACU,0000,                            ,,,,        ,
6692,598902540541250944,598902540541250944,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272160220,08504313+1134267 ,J085043.11+113426.7,132.67968660706032,11.574111492325795,18.505941,19.551323,27.9104,17.453272,126.29428,1.340077296895753,0.16714224,0.95916736,768.1542522990956,1.0170614,414,18.473745,19.555935,17.468998,665.2155,743.8285,833.23804,680.053,755.39166,854.3446,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,20.20565,0.02417124,18.69434,0.02263404,17.82421,0.02016638,17.3913,0.01769041,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,16.058,0.082,15.494,0.115,15.138,0.132,ABB,222,111,000,1,15.104,0.038,15.124,0.082,12.612,,9.097,,0000,0,AAUU,0000,                            ,,,,        ,
6693,598902682275232640,598902682275232640,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272159873,08503379+1134213 ,J085033.78+113421.2,132.64080143745414,11.572589085751956,13.571538,13.871966,1205.999,13.115675,1626.8528,1.1608150866882294,0.016921509,1.0161874,70992.30785015199,12.829538,409,13.559339,13.852017,13.105506,817.8134,828.82715,843.8606,817.4416,828.0449,839.7728,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.15255,0.01867105,,,,,,,13.40813,0.01471251,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.603,0.021,12.341,0.023,12.275,0.026,AAA,222,111,000,1,12.232,0.023,12.23,0.024,12.161,0.42,8.533,,0000,0,AACU,0000,                            ,,,,        ,
6694,598902888433673984,598902888433673984,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272159788,08501905+1132178 ,J085019.04+113217.7,132.57936439118643,11.53828240101025,16.222946,16.825272,257.60233,15.496941,464.62952,1.1315310929740943,0.048290443,1.0090315,6192.206423685608,2.6816282,404,16.207754,16.79376,15.487231,821.98596,858.48596,897.1214,832.84033,866.1739,899.7469,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.43176,0.02957543,17.05136,0.01883007,16.19621,0.0213804,15.82638,0.0195407,15.6449,0.01516892,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,14.596,0.031,14.062,0.038,13.878,0.049,AAA,222,111,000,1,13.859,0.026,13.92,0.041,12.268,,8.852,,0000,0,AAUU,0000,                            ,,,,        ,
6695,598903055937325312,598903055937325312,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272160145,08502749+1134208 ,J085027.47+113420.7,132.61450312424063,11.57245911375293,18.238663,19.251312,46.76738,17.20312,107.40067,1.1360411612460959,0.15142907,1.0232129,984.07435896568,1.1792585,404,18.204798,19.293234,17.197138,767.5946,891.6182,1058.4181,742.19934,816.91534,886.98224,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.98212,0.1274354,19.85485,0.02244611,18.43332,0.02232243,17.59415,0.02003651,17.15656,0.01697389,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,15.846,0.068,15.143,0.086,14.875,0.094,AAA,222,111,000,1,14.892,0.035,15.02,0.082,12.541,,8.824,,0000,0,AAUU,0000,                            ,,,,        ,
6696,598903090297061760,598903090297061760,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272159810,08502215+1133538 ,J085022.14+113353.8,132.5923185678951,11.564950829965914,18.190395,19.226686,33.09417,17.174374,118.54231,1.2658326951551762,0.13432238,0.98585874,1017.5541640465508,1.275908,406,18.168472,19.233238,17.165264,721.2224,809.2898,894.2646,713.5084,781.3288,847.0491,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.41536,0.1797705,19.76663,0.02208429,,,17.53517,0.02001208,17.1193,0.01687147,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,15.829,0.066,15.287,0.101,14.991,0.122,AAB,222,111,000,1,14.905,0.035,15.048,0.078,12.301,,8.848,,0000,0,AAUU,0000,                            ,,,,        ,
6697,598903128951834496,598903128951834496,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272160149,08502736+1134431 ,J085027.35+113443.0,132.61401560300175,11.578641727408778,17.008768,17.833815,127.040146,16.103842,296.49442,1.2464238204193012,0.070608325,1.0208923,3013.5685646549723,1.9138353,404,16.989664,17.825426,16.095499,747.51666,791.1722,840.6844,733.1176,780.5727,820.951,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.95958,0.06161733,18.34521,0.01935519,17.06822,0.02149875,16.46935,0.01962532,16.14018,0.01549129,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,14.944,0.037,14.273,0.044,14.096,0.053,AAA,222,111,000,1,14.092,0.028,14.078,0.043,12.647,,8.938,,0000,0,AAUU,0000,                            ,,,,        ,
6698,598903674412626432,598903674412626432,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272159913,08503620+1136577 ,J085036.19+113658.0,132.65083455590084,11.616052161207968,18.013535,18.970665,53.517197,17.005358,188.66196,1.0465908006322227,0.124118656,1.0405759,1203.4670326960925,1.2579576,403,17.98628,19.02119,16.991728,826.05505,933.8728,1071.6188,789.2732,851.51385,914.7268,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.25644,0.1582788,19.58679,0.02171314,18.1274,0.02247293,17.37969,0.01999826,16.97915,0.01668357,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,15.645,0.058,15.058,0.078,14.847,0.1,AAA,222,111,000,1,14.785,0.042,14.798,0.072,12.049,,8.738,,0000,0,AAUU,0000,                            ,,,,        ,
6699,598903678707639296,598903678707639296,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272159912,08503611+1137059 ,J085036.09+113705.9,132.6504613940712,11.618333244338285,15.943875,16.491049,256.85638,15.259219,519.6075,1.1288742969554475,0.042627428,1.0489414,7983.987530031378,3.0145748,381,15.931817,16.460413,15.248056,835.69653,861.628,888.2153,829.0836,855.8946,886.04736,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.88802,0.0250383,16.73182,0.01878422,15.87261,0.02140087,15.6026,0.01961089,15.45926,0.0153314,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,14.424,0.03,13.888,0.037,13.82,0.045,AAA,222,111,000,1,13.775,0.029,13.851,0.04,12.07,,8.505,,0000,0,AAUU,0000,                            ,,,,        ,
6700,598903919225812736,598903919225812736,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272160270,08502735+1137322 ,J085027.32+113732.1,132.6139103972876,11.625604577791682,18.732355,19.849344,17.39205,17.586124,109.23025,0.9745836627286397,0.1911972,1.0271091,628.4375029771843,1.0936896,414,18.691711,19.93989,17.561502,919.44635,1102.1129,1403.6846,725.8407,782.3598,836.3882,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,20.58329,0.0275919,19.13837,0.02376449,18.0202,0.02041139,17.38203,0.01762113,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,16.123,0.089,15.341,0.105,15.184,0.123,AAB,222,111,000,1,15.015,0.035,14.877,0.069,12.581,,8.685,,0000,0,AAUU,0000,                            ,,,,        ,
6701,598903953585548672,598903953585548672,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272159866,08502901+1138092 ,J085029.00+113809.2,132.6209007047584,11.635923942524085,13.658506,13.955354,821.1562,13.206263,1450.5967,1.1420813291546128,0.01715025,0.97299665,65541.15455335368,12.260703,404,13.646082,13.937034,13.196364,829.4823,842.92645,857.11835,832.9709,844.3161,856.6934,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.20974,0.01867508,14.01968,0.01857624,,,,,13.50441,0.01471937,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.692,0.021,12.439,0.023,12.398,0.028,AAA,222,111,000,1,12.34,0.024,12.352,0.024,11.952,0.296,8.916,0.52,0000,0,AABC,0000,                            ,,,,        ,
6702,598903987945320832,598903987945320832,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671124833337740,08494927+1129499 ,J084949.26+112949.8,132.45529025499954,11.497180336566418,17.182358,17.990181,101.65921,16.3086,309.0291,1.1048270997874323,0.08266982,1.041526,2574.1753335761236,1.9446688,407,17.160772,17.954477,16.28926,819.563,882.1559,954.22363,805.09283,854.6833,903.6092,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.00488,0.0651933,18.49134,0.02648394,17.19334,0.01388691,16.64852,0.01281335,16.39436,0.01371755,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,15.238,0.04,14.545,0.051,14.386,0.067,AAA,222,111,000,1,14.365,0.029,14.468,0.054,12.544,,8.929,,0000,0,AAUU,0000,                            ,,,,        ,
6703,598904842643466240,598904842643466240,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272094390,08495701+1133543 ,J084957.00+113354.2,132.48753956868697,11.565087090678395,15.072383,15.488958,548.88354,14.505874,1033.9216,1.1389922201124276,0.029931262,1.0353081,17828.667805038527,4.041868,426,15.059569,15.462943,14.495015,826.317,845.7655,865.32007,823.3314,841.6735,860.9977,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.21622,0.01888476,15.60339,0.01725533,15.35776,0.0397494,14.82473,0.01674228,14.75373,0.01449732,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.836,0.025,13.464,0.028,13.374,0.031,AAA,222,111,000,1,13.375,0.025,13.373,0.033,12.511,,8.473,,0000,0,AAUU,0000,                            ,,,,        ,
6704,598905568493286528,598905568493286528,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272094582,08493339+1135181 ,J084933.38+113518.1,132.38912933341174,11.58837919530998,16.24823,16.849167,384.66296,15.521242,426.01456,1.0640674232794982,0.052689023,1.0460516,6050.740092190745,2.7143369,431,16.232845,16.820713,15.509973,865.95544,908.42737,950.7881,869.4506,903.0641,942.3545,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.40869,0.02914455,17.11248,0.01744839,16.42083,0.03979001,15.84943,0.01682311,15.69357,0.01484972,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,14.666,0.031,14.045,0.039,13.922,0.05,AAA,222,111,000,1,13.957,0.028,14.057,0.042,12.374,,8.957,,0000,0,AAUU,0000,                            ,,,,        ,
6705,598905667277444352,598905667277444352,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272094283,08495108+1134488 ,J084951.08+113448.8,132.46286825649108,11.580217351861585,17.110283,17.944937,104.56484,16.197756,412.0613,1.0886921581024651,0.08265974,1.0388945,2746.1147914045637,1.7755631,429,17.09057,17.924782,16.18258,833.1036,895.6967,985.35065,804.6168,853.9549,909.95966,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,18.47279,0.01825869,17.53733,0.04012735,16.5565,0.01696074,16.21003,0.01518534,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,15.019,0.037,14.34,0.046,14.192,0.054,AAA,222,111,000,1,14.134,0.028,14.098,0.045,12.442,,8.697,,dh00,0,AAUU,0000,                            ,,,,        ,
6706,598905667277445376,598905667277445376,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272094284,08494880+1135098 ,                   ,132.453342265815,11.586043310588943,18.27572,19.26628,35.97495,17.250402,134.36015,1.2167621578565937,0.1524975,0.9295044,950.1640840085056,1.2396036,412,18.24287,19.395658,17.24835,746.4261,845.5373,929.609,717.4854,791.6869,884.1096,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,23.42102,0.417011,19.88006,0.02241643,18.84935,0.04173611,17.63007,0.01780192,17.18837,0.01680989,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,16.106,0.087,15.42,0.1,14.861,0.099,AAA,222,111,c00,1,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,
6707,598906251392995968,598906251392995968,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272094792,08500628+1134434 ,J085006.30+113443.2,132.52623963996965,11.578666019473069,18.72108,19.992188,18.716011,17.554619,111.53269,1.0863588716134862,0.19353317,0.90082335,623.4027904506148,0.99737066,420,18.700445,20.10798,17.562037,780.2145,905.52875,1093.264,635.1581,700.21893,760.0069,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,20.57101,0.02657729,19.37063,0.04164903,17.95416,0.01774808,17.37409,0.01721979,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,16.094,0.081,15.455,0.112,15.232,0.131,ABB,222,111,000,1,15.026,0.037,14.808,0.071,12.017,,8.864,,0000,0,AAUU,0000,                            ,,,,        ,
6708,598906290047773440,598906290047773440,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272094743,08500930+1135420 ,J085009.30+113541.9,132.5387709973726,11.594993484801495,16.987318,17.74853,126.55079,16.130455,269.23807,1.1856122329244592,0.07230271,1.0259982,3075.349872388622,1.8197238,422,16.96763,17.711668,16.119972,787.0073,840.35315,886.17554,788.5542,831.1789,890.871,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.88671,0.05934524,18.19852,0.01794031,17.13749,0.03986334,16.46162,0.01690886,16.2306,0.01520933,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,15.055,0.039,14.458,0.051,14.331,0.059,AAA,222,111,000,1,14.246,0.029,14.419,0.058,12.172,,8.766,,0000,0,AAUU,0000,                            ,,,,        ,
6709,598906461846468992,598906461846468992,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272094820,08500250+1135556 ,J085002.46+113555.3,132.5103067139733,11.59872824145093,19.79604,21.118633,10.400698,18.658674,49.711327,0.8266880468661559,0.3937115,1.0009019,236.02651032191832,0.7370546,397,19.754965,21.011896,18.62754,908.92664,1395.7247,2092.9128,834.998,980.3526,1135.8157,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,21.72758,0.05111135,20.57458,0.05050375,19.00728,0.02057693,18.38689,0.02284499,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,16.803,0.152,15.91,0.166,15.79,0.233,BCD,222,111,000,1,16.137,0.07,15.998,0.183,12.345,,8.629,,0000,0,ABUU,0000,                            ,,,,        ,
6710,598906633645151744,598906633645151744,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272159782,08501329+1137211 ,J085013.29+113721.0,132.55540450632586,11.622530680822305,15.719631,16.22179,404.2315,15.07779,636.591,1.0994519068874977,0.040396567,1.0678227,9830.239876660264,3.1627529,419,15.705956,16.18717,15.067311,846.2149,871.41473,900.41315,842.56665,874.5037,907.65674,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.39068,0.02264466,16.40961,0.01868872,15.67629,0.02135273,15.4148,0.01950851,15.27426,0.01500608,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,14.32,0.025,13.86,0.035,13.74,0.041,AAA,222,111,000,1,13.712,0.027,13.726,0.036,12.184,0.343,8.031,,0000,0,AABU,0000,                            ,,,,        ,
6711,598906835508558336,598906835508558336,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272160327,                 ,J085019.72+113750.3,132.58224582945286,11.630629592350601,19.750362,20.635761,12.264429,18.523914,29.176813,0.7664970601451003,0.40686136,1.0522417,245.7813856330989,0.77988887,380,19.710995,20.901665,18.58848,991.4095,1548.1129,2351.712,906.01825,1116.2083,1294.4297,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,21.59228,0.04667494,20.16912,0.03147406,18.9868,0.02262218,18.30499,0.02248833,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,,,,,,,   ,-32768,-32768,   ,-2147483648,16.147,0.066,15.988,0.172,12.587,,9.047,,0000,0,ABUU,0000,                            ,,,,        ,
6712,598906908523048576,598906908523048576,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272160273,08502697+1138519 ,J085026.95+113852.0,132.61237530279897,11.64778549996662,19.136057,20.446613,14.576557,17.955313,78.86754,1.3776288473122758,0.24549727,1.0065362,423.1674601857342,0.88770384,426,19.121086,20.447323,17.9739,670.6607,781.39404,948.57336,604.5735,689.5795,788.3734,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,21.17657,0.03631413,19.65193,0.02621157,18.40616,0.0209685,17.71171,0.01880648,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,16.393,0.105,15.68,0.138,15.485,0.148,ABC,222,111,000,1,15.412,0.041,15.262,0.093,12.61,,9.011,,0000,0,AAUU,0000,                            ,,,,        ,
6713,598906942882791424,598906942882791424,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237671262272160135,08502221+1138116 ,J085022.21+113811.6,132.59257424292943,11.636565641384598,18.116135,19.087784,46.69668,17.12593,175.56828,1.2451744961352813,0.13299556,1.024725,1096.4576435011902,1.2075742,413,18.087387,19.107616,17.113535,714.32184,801.8063,931.77264,739.0969,797.9424,882.49866,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.21306,0.15326,19.6674,0.02178332,18.2704,0.02215854,17.48332,0.01998764,17.05064,0.01675369,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,15.823,0.064,15.298,0.093,14.97,0.115,AAB,222,111,000,1,14.854,0.032,14.926,0.071,12.237,,9.037,,0000,0,AAUU,0000,                            ,,,,        ,
6714,598907179105947520,598907179105947520,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237670964308410424,08502347+1139392 ,J085023.47+113939.0,132.5978138589619,11.660917949969384,19.255333,20.323889,12.871283,18.100918,57.827774,1.206460237170726,0.3177173,1.0490773,382.9605118237745,0.9788101,378,19.229483,20.519545,18.125248,689.0086,884.47424,1128.3269,694.8101,794.4158,912.0416,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,20.94692,0.03680699,19.6485,0.02063527,18.52433,0.0195525,17.97379,0.02427001,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,16.518,0.113,16.115,0.191,15.836,0.23,BCD,222,111,000,1,15.55,0.044,15.633,0.124,12.605,,9.131,,0000,0,ABUU,0000,                            ,,,,        ,
6715,598907660142282624,598907660142282624,NGC2682 ,1.1325,0.0011,NGC2682      ,-9223372036854775808,1237670964308345208,08495462+1138576 ,J084954.60+113857.6,132.4775884535204,11.649334207838395,18.391188,19.578533,26.675304,17.265022,113.175545,1.170721620143177,0.15953235,0.98197556,857.5693062695482,1.2365735,416,18.354195,19.583641,17.261162,758.6612,866.40533,1013.2337,675.27106,733.9238,797.5619,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,20.19092,0.0248592,18.72088,0.01684038,17.7054,0.01792913,17.09667,0.01620545,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,15.799,0.072,15.22,0.099,14.918,0.102,AAA,222,111,000,1,14.867,0.034,14.711,0.064,12.384,,9.069,,0000,0,AAUU,0000,                            ,,,,        ,
