Unnamed: 0,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN
3610,2332976825884163840,2332976825884163840,Blanco1 ,Blanco1              ,0.003,4.216,3181086,-9223372036854775808,23595722-2907244,J235957.24-290724.2,359.98843751335784,-29.12343809963995,18.537914,20.259647,17.22223,4.372048965479799,0.17799568,0.9698723,755.9308535835228,1.4062557,318,18.491160999999998,20.365717,17.218645000000002,218.87581,229.34207,239.1647,217.74448999999998,225.59949,234.61782999999997,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,0,0,2,20.4073,0.0177,0,0,2,19.4467,0.0087,0,0,7,17.5908,0.0105,0,0,7,16.8377,0.006999999999999999,23595722-2907244,15.311,0.053,14.722000000000001,0.062,14.475999999999999,0.098,AAA,222,111,000,1,J235957.24-290724.2,14.34,0.03,14.058,0.039,11.828,,8.505,,0000,0,AAUU,0000,,,,,,
3323,2320744209268707328,2320744209268707328,Blanco1 ,Blanco1              ,0.003,4.216,9665292,-9223372036854775808,00075264-2946110,J000752.65-294611.1,1.9693498748857483,-29.76978095670837,18.53848,20.415123,17.24587,4.3224084685777475,0.18432547,1.0025023000000002,733.0766629272052,1.4378891000000003,288,18.524494,20.249313,17.240673,221.93446,230.01537000000002,240.7029,221.05711000000002,228.47903,238.10251,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,0,0,2,20.5039,0.0123,0,0,2,19.4732,0.0098,0,0,2,17.6085,0.0198,0,0,3,16.8727,0.0093,00075264-2946110,15.327,0.047,14.732000000000001,0.062,14.436,0.078,AAA,222,111,000,1,J000752.65-294611.1,14.312000000000001,0.027999999999999997,14.152999999999999,0.044000000000000004,12.138,,9.0,,0000,0,AAUU,0000,,,,,,
3461,2320900477359995904,2320900477359995904,Blanco1 ,Blanco1              ,0.003,4.216,9657384,-9223372036854775808,00030305-2923425,J000303.06-292342.5,0.7627357407790177,-29.39515720511189,18.539316,20.223381,17.224307999999997,4.2494365286803735,0.17448986,1.0612537,730.3540439892253,1.2756995,318,18.528534,20.592663,17.297176,225.43767000000003,234.69953999999998,245.38766,224.98564,233.36343,242.69897000000003,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,0,4,3,20.4309,0.0179,0,0,3,19.4614,0.0125,0,0,8,17.6171,0.0152,0,0,7,16.8651,0.0065,00030305-2923425,15.35,0.046,14.857000000000001,0.072,14.673,0.086,AAA,222,111,000,1,J000303.06-292342.5,14.357999999999999,0.028999999999999998,14.198,0.043,12.535,0.511,9.038,,0000,0,AACU,0000,,,,,,
3177,2314568669067985408,2314568669067985408,Blanco1 ,Blanco1              ,0.003,4.216,-9223372036854775808,-9223372036854775808,00024633-3042292,J000246.35-304229.1,0.6930932210143084,-30.70813773048348,18.548174,20.259481,17.227926,4.02704347956929,0.20144702,1.0106921,722.0517065175778,1.446222,311,18.540947,20.393763,17.223671,238.87202000000002,248.99951000000001,262.33414,237.17227000000003,247.30147999999997,262.5631,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,00024633-3042292,15.292,0.045,14.705,0.06,14.47,0.087,AAA,222,111,000,1,J000246.35-304229.1,14.353,0.027999999999999997,14.132,0.044000000000000004,12.689,,8.926,,0000,0,AAUU,0011,,,,,,
3598,2332944802607946752,2332944802607946752,Blanco1 ,Blanco1              ,0.003,4.216,-9223372036854775808,-9223372036854775808,23592385-2922467,J235923.88-292246.7,359.84946021216246,-29.379644890734355,18.554384,20.476759,17.243408,4.108446025112625,0.21016880000000002,1.0643084999999999,718.4675803833371,1.4313536,285,18.546349,20.511354,17.2278,235.02562000000003,244.14172000000002,256.78436,214.04654,223.91733,232.1068,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,23592385-2922467,15.257,0.053,14.619000000000002,0.056,14.552999999999999,0.094,AAA,222,111,000,1,J235923.88-292246.7,14.35,0.027999999999999997,14.181,0.045,12.413,,8.919,,hh00,0,AAUU,0000,,,,,,
3207,2314829042869995136,2314829042869995136,Blanco1 ,Blanco1              ,0.003,4.216,-9223372036854775808,-9223372036854775808,00002686-3021446,J000026.88-302144.5,0.1119366094453818,-30.36241508034357,18.570406,20.429676,17.250529999999998,4.023552939516065,0.18120398,1.0813763,714.1086341276429,1.3321108,283,18.552956,20.49916,17.227264,236.10289,247.82013999999998,259.55338,218.82453999999998,225.54703999999998,232.76998999999998,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,00002686-3021446,15.277000000000001,0.059,14.772,0.08,14.309000000000001,0.102,AAA,222,111,000,1,J000026.88-302144.5,14.324000000000002,0.027999999999999997,14.095,0.040999999999999995,12.782,0.537,8.995,,0000,0,AACU,0011,,,,,,
3376,2320811416918057856,2320811416918057856,Blanco1 ,Blanco1              ,0.003,4.216,9657627,-9223372036854775808,00043725-2957173,J000437.27-295717.2,1.1552363235418743,-29.95480158559141,18.571720000000003,20.248428,17.2764,4.323124783286623,0.20971476,1.0187831,706.6945487787224,1.3396584999999999,318,18.564287,20.323784,17.255285,222.15262,231.5017,241.92092999999997,216.69125,230.08522000000002,244.65689,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,0,0,2,20.5353,0.0598,0,0,2,19.4907,0.0215,0,0,6,17.6049,0.0108,0,0,6,16.9207,0.0049,00043725-2957173,15.424000000000001,0.04,14.799000000000001,0.075,14.485999999999999,0.085,AAA,222,111,000,1,J000437.27-295717.2,14.415999999999999,0.027999999999999997,14.157,0.043,12.06,,8.601,,0h00,0,AAUU,0000,,,,,,
3621,2333051420875627520,2333051420875627520,Blanco1 ,Blanco1              ,0.003,4.216,9717494,-9223372036854775808,00045966-2839022,J000459.67-283902.2,1.2485860817444598,-28.65059172011319,18.581013000000002,20.300024,17.22024,4.304992945203004,0.18983991,1.0326279,698.1164761032843,1.2922705,358,18.577547,20.58406,17.214094,222.0334,229.79948,239.64403,200.0975,206.90984,223.51778,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,0,0,3,20.7431,0.0703,0,0,3,19.6901,0.0125,0,0,5,17.6474,0.0087,0,0,6,16.8121,0.0053,00045966-2839022,15.187999999999999,0.051,14.627,0.062,14.357999999999999,0.081,AAA,222,111,000,1,J000459.67-283902.2,14.14,0.027000000000000003,13.943,0.038,12.491,,8.951,,0000,0,AAUU,0000,,,,,,
3246,2320547637205778560,2320547637205778560,Blanco1 ,Blanco1              ,0.003,4.216,9653243,-9223372036854775808,00063854-3028216,J000638.56-302821.6,1.660605568854204,-30.472692298205363,18.582556,20.41986,17.2512,4.446236086140251,0.18677977,1.0103837,703.7488376806156,1.2140104,321,18.568823000000002,20.236809,17.237185,216.33647000000002,224.07667999999998,233.44539,213.97366,222.82518,234.95222,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,0,0,2,20.5559,0.028999999999999998,0,0,3,19.5674,0.0407,0,0,6,17.659000000000002,0.0105,0,0,8,16.8875,0.0128,00063854-3028216,15.334000000000001,0.054,14.677,0.058,14.312000000000001,0.073,AAA,222,111,000,1,J000638.56-302821.6,14.319,0.027000000000000003,14.116,0.042,12.550999999999998,,9.112,,0000,0,AAUU,0000,,,,,,
3260,2320580828713057408,2320580828713057408,Blanco1 ,Blanco1              ,0.003,4.216,9652657,-9223372036854775808,00043271-3026247,J000432.73-302624.7,1.136319249646189,-30.440203150310758,18.584097,20.520802,17.2847,4.169522263584085,0.21396904,1.1835723999999999,701.9220783977499,1.2951983999999999,310,18.571644,20.258013000000002,17.262302,227.01355,238.00897,253.00538999999998,227.70601000000002,236.25931,246.84836,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,0,0,2,20.5041,0.0127,0,0,3,19.468,0.0074,0,0,7,17.6533,0.0127,0,0,10,16.9055,0.0138,00043271-3026247,15.439,0.057,14.793,0.066,14.821,0.105,AAB,222,111,000,1,J000432.73-302624.7,14.395999999999999,0.027999999999999997,14.129000000000001,0.044000000000000004,12.575999999999999,,8.994,,0000,0,AAUU,0000,,,,,,
