,dr2_source_id,dr3_source_id,Cluster,plx_cluster,e_plx_cluster,SimbadName_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,ra2000,dec2000,gmag,bpmag,dr2_bp_flux_over_error,rpmag,dr2_rp_flux_over_error,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_FUV,FUVmag,e_FUVmag,Fafl,objid_NUV,NUVmag,e_NUVmag,Nafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,u_psf,e_u_psf,v_flags,v_nimaflags,v_ngood,v_psf,e_v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_2MASS,rd_flg,bl_flg,cc_flg,use_src,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags_WISE,ext_flg_WISE,ph_qual_WISE,moon_lev_WISE,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,feh,feh_err,logg,logg_err,teff,teff_err,rv,rv_err,alpha_m,alpha_m_err,nobs,rv_discrepancy_sig,rv_discrepancy,imputed_uncertainties_flag
0,4473481770502730112,4473481770502730112,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668572013854787,17455679+0522334 ,J174556.79+052233.3,266.48665316889156,5.375955776572872,12.397711,12.845509,407.81866,11.793473,521.13275,2.8242584905947035,0.013349415,1.1576223,209986.2047685212,139.46057,399,12.38189,12.816438,11.775271,350.66562,352.06635,353.72223,350.14734,351.7947,353.61053,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.37926,0.02318799,,,,,,,11.9654,0.01698119,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.079,0.022,10.769,0.027,10.67,0.021,AAA,222,111,000,1,10.57,0.024,10.561,0.022,10.545,0.09,8.426,,0000,0,AAAU,0000,                            ,,,,        ,,0.009000000000000001,0.02,4.334,0.033,6196.48,30.11,-32.79,0.91,,,1,0.0,0.0,False
1,4473661437575846912,4473661437575846912,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237662979422945557,17444170+0514444 ,J174441.69+051444.3,266.173740802753,5.245678950814915,11.031803,11.410812,456.56195,10.493629,726.50037,2.865479125914815,0.01966163,0.9555475,727068.4935149675,124.78096,326,11.033428,11.394754,10.484793,342.68524,344.66885,346.75497,342.02567,344.21252,346.42664,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,12.8322,0.01632424,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.85,0.022,9.555,0.029,9.51,0.02,AAA,222,111,000,1,9.428,0.023,9.438,0.021,9.458,0.04,8.755,,0000,0,AAAU,0000,                            ,,,,        ,,-0.053,0.027999999999999997,4.126,0.046,6550.2,54.94,-14.300000000000002,1.22,,,1,0.0,0.0,False
2,4473670783424690816,4473670783424690816,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668572013789473,17453483+0525355 ,J174534.84+052535.3,266.3951801900156,5.426516005544677,9.025735,9.177194,621.125,8.79626,516.7163,2.9613547828290296,0.057263788,2.9392605,4586026.014464038,1011.34094,356,9.033775,9.160137,8.785997,328.5075,334.77972,342.93793,326.052,331.64154,339.31793,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,8.487,0.021,8.412,0.04,8.372,0.021,AAA,111,111,000,1,8.335,0.024,8.356,0.021,8.378,0.026,8.009,0.212,0000,0,AAAB,0000,                            ,,,,        ,,-0.455,0.048,4.4910000000000005,0.078,7645.09,65.35,-19.87,9999.0,,,1,0.0,0.0,True
3,4474047606677840384,4474047606677840384,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237662979959947313,17462571+0531091 ,J174625.70+053109.0,266.60712188384883,5.519190251942922,12.05152,12.515887,328.1213,11.433114,363.27774,3.0153245512867275,0.018342659,1.4494368,287691.93997806124,180.74959,418,12.040048,12.488583,11.415944,326.99747,328.84528,331.09518,326.0576,328.51855,330.61035,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.693,0.023,10.334,0.031,10.179,0.019,AAA,222,111,000,1,10.077,0.023,10.088,0.021,10.035,0.058,8.513,,0000,0,AAAU,0000,ASASSN-V J174625.75+053109.7,12.31,0.04,583.3206198,ROT:    ,0.676,0.098,0.015000000000000001,4.322,0.022000000000000002,6139.7,24.249999999999996,-11.239999999999998,0.82,,,1,0.0,0.0,False
4,4474050943866952960,4474050943866952960,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,-9223372036854775808,17454123+0533444 ,                   ,266.42182516369854,5.562327144222387,11.279224,11.576244,523.524,10.827143,1022.2712,2.9182614776503017,0.02030717,1.1108675,581861.1170104017,132.44995,347,11.275318,11.561977,10.817697,334.95047,337.22534,339.82858,334.6838,337.1047,339.80273,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.243,0.026,10.094,0.033,9.948,0.024,AAA,222,111,000,1,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,,-0.039,0.026000000000000006,4.112,0.042,6723.42,50.61,-11.33,1.16,,,1,0.0,0.0,False
5,4474117047705409280,4474117047705409280,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668658448958503,17442710+0547195 ,J174427.10+054719.5,266.11294117688936,5.788769902660285,13.240183,13.710008,195.01353,12.610004,288.8441,2.9083763258476862,0.013073213,1.0068576,97269.75208480313,153.00899,343,13.2174225,13.672327,12.583097,338.71494,339.8626,341.334,338.24774,339.57587,340.8692,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.816,0.019,11.387,0.031,11.267,0.022,AAA,222,111,000,1,11.191,0.023,11.223,0.022,11.181,0.124,9.19,,0000,0,AABU,0000,                            ,,,,        ,,0.145,0.027999999999999997,4.486000000000001,0.047,5604.08,40.05,-14.28,1.05,,,1,0.0,0.0,False
6,4474119113588067712,4474119113588067712,IC4665  ,2.8918,0.0034,IC4665       ,-9223372036854775808,1237668572550529169,17445810+0551329 ,J174458.10+055132.7,266.24209278247685,5.859130250652319,13.205166,13.678472,240.68198,12.582193,353.09244,2.945454241216058,0.013148509,0.9786688,99638.56777420067,77.68524,352,13.1912985,13.64833,12.566479,333.95352,335.32092,336.72067,333.5224,335.12347,336.90643,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.40009,0.0197698,13.83231,0.008776831,,,,,12.76437,0.01764246,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.828,0.022,11.426,0.032,11.34,0.021,AAA,222,111,000,1,11.252,0.023,11.268,0.023,10.99,0.104,8.636,,0000,0,AAAU,0000,                            ,,,,        ,,0.073,0.034,4.617,0.057,5760.07,45.989999999999995,-12.72,1.1,,,1,0.0,0.0,False
7,330439429247433216,330439429247433216,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01571651+3649214 ,J015716.52+364921.2,29.318809294741794,36.82261391726309,13.375261,13.768723,354.7342,12.826121,443.0161,2.2603283059368393,0.016900724,1.1002703,84877.3346129127,23.741953,198,13.365388,13.744338,12.819024,431.19238,434.2061,436.76184,431.121,434.62152,438.4665,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.186,0.019,11.849,0.017,11.788,0.019,AAA,222,111,000,1,11.744,0.023,11.773,0.022,11.536,0.149,8.942,,0000,0,AABU,1344,                            ,,,,        ,,-0.04347740204662499,0.012200214557928118,4.530910205584818,0.020282219334746138,5735.517607664487,17.26914200028108,6.042778908153746,0.5682235967641684,0.02051690082027124,0.010055341793255268,4,1.398865802623779,2.13,False
8,330717227732264960,330717227732264960,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,02054851+3728156 ,J020548.52+372815.6,31.45213101223614,37.471041485736,10.055547,10.311486,587.78766,9.684458,680.22076,2.2898308439871013,0.018721316,1.2037302,1777124.7043008634,810.4358,192,10.063072,10.299659,9.674827,428.3403,431.50052,435.48694,426.9497,430.69623,434.31784,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.249,0.02,9.057,0.022,8.989,0.018,AAA,222,111,000,1,8.969,0.023,8.995,0.02,8.944,0.028,8.853,0.375,0000,0,AAAC,1111,                            ,,,,        ,,0.056999999999999995,0.048,3.996,0.078,6797.17,65.35,8.05,9999.0,-0.024,0.030277000000000002,1,0.0,0.0,True
9,330835322152914560,330835322152914560,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01591990+3723230 ,J015919.90+372322.9,29.83290337778582,37.389733575565806,12.661637,13.04951,561.02686,12.120673,936.26166,2.298194174845991,0.019395797,1.1535846,163314.68270603157,40.394722,189,12.654804,13.026014,12.110896,426.8885,430.6084,434.2408,427.95276,430.23608,433.80862,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.472,0.021,11.14,0.021,11.052,0.02,AAA,222,111,000,1,11.006,0.023,11.042,0.021,10.964,0.088,8.83,,0000,0,AAAU,1222,                            ,,,,        ,,-0.05091546276797037,0.01628236846068479,4.475788842155608,0.026644142653604805,5632.00201113764,23.426439608828296,4.127927964255011,0.6970078487401324,0.1043909697113477,0.015352444994997657,3,4.085740271335481,8.21,False
10,330874659757287936,330874659757287936,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,02035066+3715157 ,J020350.66+371515.6,30.961065996787735,37.25438962967374,12.421119,12.712997,729.86444,11.973721,858.72723,2.263624162178354,0.023175474,1.1817131,204101.8467279378,55.95402,183,12.412749,12.698678,11.964951,430.28778,436.73557,442.49652,432.78214,436.8264,441.32846,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.47,0.027,11.224,0.03,11.15,0.02,AAA,222,111,000,1,11.127,0.022,11.161,0.021,11.325,0.125,8.932,,0000,0,AABU,1222,                            ,,,,        ,,-0.124,0.022000000000000002,4.216,0.036000000000000004,6084.95,31.73,9.07,1.06,-0.024,0.016645,1,0.0,0.0,False
11,330876824420802944,330876824420802944,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,02042216+3721411 ,J020422.17+372141.0,31.092359431743972,37.36143244391745,11.699002,11.948045,912.96967,11.307537,692.7157,2.225456969462554,0.01661603,0.95969766,396092.4947051549,73.399155,210,11.692875,11.93412,11.297219,435.43323,438.47214,442.29575,436.18024,439.06955,442.1927,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.855,0.024,10.667,0.03,10.603,0.018,AAA,222,111,000,1,10.593,0.023,10.604,0.021,10.529,0.063,9.393,,0000,0,AAAU,1222,                            ,,,,        ,,-0.11199999999999999,0.015000000000000001,4.162,0.023,6606.95,26.22,7.69,1.0,0.023,0.009249,1,0.0,0.0,False
12,332163119884364928,332163119884364928,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,02083091+3731397 ,J020830.92+373139.5,32.1288186284048,37.52768305235921,11.131225,11.348104,731.3801,10.788661,879.3165,2.169268701903021,0.015974354,0.94391775,664677.461992482,139.16013,207,11.130839,11.334259,10.778577,449.3431,451.8173,454.36923,448.28714,451.53214,454.5094,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.412,0.021,10.219,0.021,10.173,0.017,AAA,222,111,000,1,10.167,0.024,10.183,0.021,10.186,0.065,9.018,0.509,0000,0,AAAC,1111,                            ,,,,        ,,-0.102,0.013999999999999999,4.109,0.022000000000000002,6859.71,24.93,7.32,0.98,0.048,0.014058,1,0.0,0.0,False
13,342470148039940992,342470148039940992,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01563135+3709522 ,J015631.36+370952.1,29.130639763030686,37.16453699345722,14.037259,14.523662,461.0878,13.403683,403.78027,2.242070896485607,0.018859573,1.0357744,46430.05089219493,25.505875,190,14.020369,14.490137,13.386909,435.7707,439.49124,443.3174,435.68048,438.28168,441.6014,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.625,0.021,12.187,0.021,12.088,0.023,AAA,222,111,000,1,12.015,0.023,12.049,0.022,11.802,0.206,9.32,,0000,0,AABU,1244,                            ,,,,        ,,0.01077606549482302,0.0320279194360915,4.617549520766773,0.05290584801317913,5221.257860032491,43.690132516365026,6.649999966875267,1.5899999798975852,0.089,0.050729,2,0.00013101309965372874,1.3100000000000005,True
14,342537974163319040,342537974163319040,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01543660+3726262 ,J015436.61+372625.9,28.652524773867246,37.440600790438474,12.834393,13.165959,586.1247,12.350535,839.741,2.278681159256752,0.018068235,1.2007627,139623.36506810028,39.69531,202,12.824971,13.145607,12.339518,430.38278,433.57315,436.89728,429.573,433.56683,437.3731,6372956515641330376,,,0,6372956515641330376,18.0353,0.0461,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.824,0.021,11.517,0.019,11.451,0.019,AAA,222,111,000,1,11.398,0.023,11.423,0.022,11.579,0.151,9.069,,0000,0,AABU,1244,                            ,,,,        ,,-0.215,0.034,4.144,0.057,5760.71,44.55,-1.17,1.05,,,1,0.0,0.0,False
15,342539382912584832,342539382912584832,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01543105+3729316 ,J015431.06+372931.5,28.62941896597472,37.492157181855035,11.07537,11.303428,793.08075,10.723158,894.9319,2.285199340649793,0.022843271,1.0140262,699058.7060107184,205.26299,198,11.076083,11.289583,10.714859,425.29236,429.60522,433.56824,425.22766,429.84042,434.6062,6372956515643427590,19.1679,0.1019,0,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.343,0.019,10.184,0.024,10.151,0.02,AAA,222,111,000,1,10.096,0.023,10.112,0.02,10.089,0.051,8.642,,0000,0,AAAU,1244,                            ,,,,        ,,-0.239,0.030999999999999996,4.2139999999999995,0.05000000000000001,6839.7,60.18,7.579999999999999,1.37,0.017,0.008549,1,0.0,0.0,False
16,342549068062416256,342549068062416256,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01554740+3742265 ,J015547.41+374226.4,28.94751548681885,37.70737333336022,9.765413,10.031903,663.36285,9.381504,361.9899,2.2615230137702347,0.022752859,1.2205014,2324470.5997069185,566.03864,170,9.771557,10.015572,9.369298,433.0746,436.96906,440.85858,431.7165,436.8293,441.8123,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,8.971,0.029,8.741,0.027,8.717,0.018,AAA,112,111,000,1,8.642,0.023,8.662,0.02,8.629,0.023,8.471,0.243,0000,0,AAAB,1244,                            ,,,,        ,,0.08770588235294116,0.03644431691353423,3.929541520885398,0.05866013427437908,6637.183509022334,55.79219282712702,6.58000000104903,2.289999939943047,-0.0575683764765701,0.01437181784806476,2,2.000199967545224e-06,0.019999999999999574,True
17,342554191959774720,342554191959774720,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01551261+3750145 ,J015512.63+375014.4,28.802602601093735,37.83737569556838,9.233413,9.741306,596.2877,8.610619,595.2882,2.2545673117508773,0.019928677,1.1657522,3789619.673206821,966.09155,189,9.240878,9.718608,8.598255,434.55594,437.9322,441.3838,434.55115,437.82755,441.53125,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,7.818,0.023,7.37,0.023,7.228,0.016,AAA,111,111,000,1,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,,-0.12300000000000001,0.048,2.77,0.078,4994.68,65.35,5.66,9999.0,0.05,0.05896399999999999,1,0.0,0.0,True
18,342711353403238144,342711353403238144,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01532120+3735162 ,J015321.21+373516.1,28.338372338590347,37.58785879783801,11.774893,12.043115,942.80914,11.360028,1375.959,2.2293679050569577,0.027327562,1.4520125,369248.4947796368,87.47402,190,11.76907,12.02704,11.351017,434.33218,438.80267,444.02054,433.36115,437.98358,443.3116,6372956515643427985,20.8345,0.2471,0,6372956515643427985,15.8546,0.016,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.866,0.022,10.642,0.033,10.586,0.024,AAA,222,111,000,1,10.521,0.023,10.569,0.02,10.595,0.079,8.916,,0000,0,AAAU,1244,                            ,,,,        ,,-0.179,0.02,4.128,0.030999999999999996,6472.45,30.65,0.52,0.92,0.004,0.0112,1,0.0,0.0,False
19,342717362062156928,342717362062156928,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01521402+3734320 ,J015214.03+373431.9,28.05846808262684,37.57558838041895,12.550038,12.860341,694.7875,12.090704,971.84045,2.295043715458783,0.014725654,1.1938275,181124.8582612805,50.9003,213,12.542421,12.840625,12.080692,428.00937,431.03787,433.56903,427.86035,430.44217,433.38745,6372956515641330845,,,0,6372956515641330845,17.4561,0.0337,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.564,0.021,11.297,0.018,11.247,0.018,AAA,222,111,000,1,11.222,0.023,11.251,0.021,11.307,0.143,8.768,,0000,0,AABU,1244,                            ,,,,        ,,-0.07826895306859206,0.019543527278456017,4.2354755874020995,0.02943222084829237,5999.444450235414,30.006932195460088,5.844060379487903,1.008930318680293,-0.001,0.014090000000000002,2,0.5746643539501334,1.5300000000000002,False
20,342719634100073984,342719634100073984,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01513012+3735380 ,J015130.12+373537.9,27.87549253315886,37.59391681202072,8.812829,9.337709,376.96466,8.18538,309.37457,2.2917225076552756,0.019080553,1.130232,5570453.473871778,1070.1614,218,8.82264,9.313006,8.170331,426.4672,430.06503,433.5226,426.87512,430.2139,434.07074,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,7.338,0.02,6.895,0.026,6.763,0.016,AAA,111,111,000,1,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,,-0.079,0.048,2.6069999999999998,0.078,4973.69,65.35,5.86,9999.0,0.034,0.068471,1,0.0,0.0,True
21,342763197953115008,342763197953115008,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01531682+3806297 ,J015316.83+380629.5,28.320110138494393,38.108236889062205,12.131346,12.402973,682.93207,11.710239,695.84503,2.2461487347006823,0.018266195,1.1122247,266647.1678534939,54.728806,190,12.122524,12.386438,11.701953,435.56305,439.3727,442.87875,435.67334,439.10074,443.2459,6372956504903911473,,,0,6372956504903911473,16.4516,0.0196,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.27,0.019,11.034,0.022,11.0,0.017,AAA,222,111,000,1,10.939,0.023,10.965,0.02,10.722,0.075,8.817,,0000,0,AAAU,1244,                            ,,,,        ,,-0.13562670278659367,0.01255763126263323,4.18009696454988,0.019445671455640745,6268.586946784857,21.162059589725445,5.818151204166516,0.6570225032564887,-0.02276005134473873,0.006476939907117562,4,0.6568364784931663,1.1600000000000001,False
22,342772651176358144,342772651176833920,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01504509+3748097 ,J015045.09+374809.6,27.687903022938052,37.80273373357725,10.240781,10.4693165,677.5614,9.900393,439.09003,2.31370015458824,0.02354725,0.9414678,1507160.1624547336,505.19006,214,10.241968,10.452666,9.888135,421.78452,426.07602,430.2369,422.64444,426.06262,430.11038,6372956504906007091,18.2546,0.0707,0,6372956504906007091,14.0799,0.0068,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.52,0.019,9.274,0.024,9.258,0.02,AAA,222,111,000,1,9.257,0.023,9.261,0.019,9.216,0.034,8.926,,d000,1,AAAU,1244,                            ,,,,        ,,0.02,0.048,4.053,0.078,6960.49,65.35,4.6,9999.0,-0.01,0.018611000000000003,1,0.0,0.0,True
23,342773059198043648,342773059198043648,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01510351+3746343 ,J015103.51+374634.1,27.764637503770356,37.776179196878225,8.910769,9.481439,310.47287,8.241506,314.17572,2.279272500996941,0.01586295,1.048639,5100503.460986344,873.79266,225,8.918334,9.457781,8.225334,429.8826,432.5681,435.5218,430.19086,432.94183,435.22177,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,7.348,0.027,6.814,0.034,6.706,0.027,AAA,111,111,000,1,,,,,,,,,    ,-2147483648,    ,    ,                            ,,,,        ,,-0.056999999999999995,0.048,2.6,0.078,4779.24,65.35,5.46,9999.0,0.017,0.090866,1,0.0,0.0,True
24,342795255589012736,342795255589012736,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01512717+3805327 ,J015127.17+380532.6,27.863221145069886,38.09244131628978,12.978433,13.331876,705.3638,12.472399,1485.2009,2.294430713065979,0.020970438,1.0785084,122249.90409259849,35.031136,171,12.969246,13.310145,12.461311,426.60095,430.55002,434.29,426.35544,430.19406,434.09378,6372956504903911465,,,0,6372956504903911465,18.3496,0.0506,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.906,0.022,11.584,0.03,11.516,0.021,AAA,222,111,000,1,11.459,0.023,11.487,0.021,11.611,0.176,8.61,,hh00,0,AABU,1244,                            ,,,,        ,,-0.013999999999999999,0.030000000000000002,4.374,0.05000000000000001,5817.46,43.48,5.97,1.13,-0.003,0.021818,1,0.0,0.0,False
25,342841538155913984,342841538155913984,NGC0752 ,2.2304,0.0027,NGC0752      ,-9223372036854775808,-9223372036854775808,01575495+3720267 ,J015754.96+372026.6,29.478988651944032,37.340762718955304,10.870809,11.08772,724.3587,10.532464,1195.6918,2.2808661497822564,0.017887088,1.1632699,843996.6922850218,227.40971,201,10.871515,11.072714,10.52632,429.11307,432.30035,435.42105,429.36874,432.4052,435.61484,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.161,0.018,10.015,0.017,9.971,0.019,AAA,222,111,000,1,9.923,0.023,9.951,0.02,9.862,0.038,9.316,,0000,0,AAAU,1222,                            ,,,,        ,,0.001,0.039,4.035,0.06199999999999999,6865.08,74.25,6.909999999999999,1.65,-0.017,0.017325999999999998,1,0.0,0.0,False
