Unnamed: 0,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN
2083,441690936328665728,441690936328665728,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03243348+4943138,J032433.51+494313.5,51.13954747465441,49.72051766559255,11.7447605,12.209976,11.135358,5.86933927943416,0.022972304,1.4380411,378185.8713397746,440.5186,456,11.743104,12.18527,11.122451,168.46887,169.14133,169.84897,168.77744,169.26334,169.93466,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03243348+4943138,10.386,0.018,9.945,0.017,9.788,0.016,AAA,222,111,000,1,J032433.51+494313.5,9.74,0.022,9.742,0.02,9.658,0.041,8.581,,hh00,0,AAAU,0000,,,,,,
1543,244569632706176768,244569632706176768,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03454163+4510498,J034541.65+451049.5,56.42348484696451,45.180516429707446,11.752284,12.247443,11.118244,5.633800122852793,0.0151607655,0.9153273,377241.77874844335,469.80548,378,11.745817,12.217464,11.103573,175.81636,176.32474,176.78255,175.88252,176.29967,176.81587,6373026824255966887,18.0312,0.037,0,6373026824255966887,,,256,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03454163+4510498,10.345,0.022,9.88,0.029,9.772,0.025,AAA,222,111,000,1,J034541.65+451049.5,9.699,0.023,9.724,0.021,9.625,0.048,8.655,,0000,0,AAAU,0111,,,,,,
1980,441430111554726784,441430111554726784,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03241991+4847198,J032419.94+484719.5,51.08301577466258,48.78884324922191,11.770886,12.224089,11.170863,5.590147449640464,0.01532402,0.98131496,372347.003733132,228.12016,362,11.759997,12.19475,11.156857,177.14357,177.6233,178.04745,177.14888,177.5905,178.09299,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03241991+4847198,10.463,0.018,10.063,0.017,9.963,0.016,AAA,222,111,000,1,J032419.94+484719.5,9.903,0.023,9.928,0.02,9.831,0.054,8.804,,00pp,0,AAAU,0000,,,,,,
1941,441355825800832512,441355825800832512,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03262532+4820068,J032625.34+482006.6,51.60553912066253,48.335235498350215,11.809672,12.276117,11.192961,5.571284972062054,0.022382312,1.2722284,357903.1380759765,441.2279,345,11.802953,12.242695,11.175467,177.40366,178.36583,179.22974,177.30313,177.95813,178.73112,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03262532+4820068,10.374,0.021,10.001,0.017,9.875,0.019,AAA,222,111,000,1,J032625.34+482006.6,9.835,0.023,9.846,0.02,9.741,0.044,8.717,,0000,0,AAAU,0000,ASASSN-V J032625.34+482008.2,12.02,0.07,422.5626955,ROT:    ,0.886
1629,248972833178404480,248972833178404480,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,1237670961634935073,03344822+4741150,J033448.25+474114.7,53.70098177807503,47.6875227520383,11.816769,12.270475,11.214884,5.754205042975978,0.013702817,0.88262296,351985.77288294456,450.38565,324,11.821054,12.258806,11.212415,172.31093,172.6653,173.0643,172.16714,172.66458,173.09402,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,13.9353,0.02406282,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03344822+4741150,10.485,0.022,10.044,0.029,9.953,0.025,AAA,222,111,000,1,J033448.25+474114.7,9.911,0.024,9.939,0.02,9.95,0.053,9.122,,0000,0,AAAU,0111,,,,,,
1872,436365692276945792,436365692276945792,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03120903+4846373,J031209.06+484637.1,48.03767389573112,48.77704305131319,11.833071,12.411797,11.131135,5.7254061446457385,0.015231468,1.2017534,343237.68527090084,595.3417,473,11.848379,12.407224,11.133458,173.22636,173.76382,174.2089,173.1193,173.63927,174.03131,6372850958230096863,18.4539,0.0462,0,6372850958230096863,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03120903+4846373,10.231,0.022,9.765,0.025,9.607,0.02,AAA,222,111,000,1,J031209.06+484637.1,9.56,0.023,9.559,0.021,9.452,0.034,8.803,0.361,0000,0,AAAC,0000,,,,,,
2116,441805869653399808,441805869653399808,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03263370+5013545,J032633.73+501354.2,51.6404658958627,50.23180819520834,11.843576,12.384364,11.161065,5.581248721611289,0.017016817,1.2804313,336125.08956558275,762.649,501,11.871115,12.396495,11.175312,177.48209,178.05475,178.43927,177.57266,178.05188,178.54822,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03263370+5013545,10.2,0.02,9.817,0.017,9.697,0.015,AAA,222,111,000,1,J032633.73+501354.2,9.691,0.022,9.704,0.021,9.546,0.047,8.742,0.48,0000,0,AAAC,0000,,,,,,
1810,435404306796373248,435404306796373248,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03204185+4824375,J032041.89+482437.3,50.17446935360122,48.41042855813254,11.844377,12.351135,11.198935,5.8749908593553535,0.01619416,1.0539463,345953.9483450216,414.48813,351,11.839821,12.327652,11.188996,168.65886,169.19571,169.76688,168.73468,169.22585,169.79515,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03204185+4824375,10.411,0.023,9.969,0.031,9.884,0.021,AAA,222,111,000,1,J032041.89+482437.3,9.826,0.023,9.853,0.02,9.802,0.049,8.403,,hh00,0,AAAU,0000,,,,,,
1731,249369271541666304,249369271541666304,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03321022+4908287,J033210.24+490828.5,53.04260433228501,49.141323441220685,11.871729,12.330837,11.265343,5.585629033101284,0.019310834,1.1868285,335118.542934504,373.01614,480,11.874371,12.312118,11.259802,177.36667,178.00679,178.61717,177.34557,177.93958,178.56,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03321022+4908287,10.496,0.023,10.076,0.032,9.972,0.021,AAA,222,111,000,1,J033210.24+490828.5,9.929,0.024,9.953,0.02,9.87,0.055,8.366,,0000,0,AAAU,0011,ASASSN-V J033210.26+490827.4,12.12,0.05,0.645,ROT     ,0.968
1550,245189890404732160,245189890404732160,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03454343+4618042,J034543.45+461804.0,56.431000466291785,46.30119891325848,11.924691,12.397731,11.30431,5.460292118269706,0.013260509,0.87584203,323188.1410584153,375.8967,364,11.913729,12.369805,11.290073,181.45732,181.90898,182.37112,181.37492,181.80286,182.30435,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03454343+4618042,10.52,0.019,10.09,0.027,9.982,0.021,AAA,222,111,000,1,J034543.45+461804.0,9.926,0.023,9.942,0.021,9.87,0.054,8.42,,h000,0,AAAU,0111,ASASSN-V J034543.43+461803.5,12.05,0.09,1.0555742,ROT     ,0.978
2045,441576243523280640,441576243523280640,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03291414+4941169,J032914.17+494116.6,52.30899765954988,49.68802241587634,11.947062,12.527237,11.247452,5.658348486791796,0.017216735,1.2343993,313047.82476812194,169.83997,567,11.94834,12.505693,11.239502,175.14888,175.70657,176.35298,175.48964,175.98503,176.55347,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03291414+4941169,10.393,0.025,9.865,0.03,9.732,0.018,AAA,222,111,000,1,J032914.17+494116.6,9.703,0.023,9.771,0.02,9.65,0.04,8.571,,0000,0,AAAU,0000,,,,,,
2163,442480690613749888,442480690613749888,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03195767+4952069,J031957.70+495206.5,49.99033761680108,49.86856292500131,11.974664,12.465711,11.333907,5.7415013649175,0.014742953,0.98102707,307582.3062323651,318.72147,393,11.9674635,12.441677,11.322689,172.76549,173.193,173.71364,172.84901,173.21109,173.65134,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03195767+4952069,10.483,0.022,10.056,0.022,9.917,0.018,AAA,222,111,000,1,J031957.70+495206.5,9.867,0.023,9.893,0.02,9.761,0.05,8.783,,0000,0,AAAU,0000,ASASSN-V J031957.78+495206.6,12.25,0.08,0.3519845,ROT     ,0.564
2100,441750928431655040,441750928431655040,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03245586+5001516,J032455.88+500151.3,51.23275474143741,50.03099039239719,11.9766865,12.475536,11.335032,5.7627048562583125,0.018048057,1.1854316,307329.2019683545,288.27173,510,11.968357,12.443543,11.320492,172.1371,172.8242,173.28442,172.05074,172.58257,173.10959,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03245586+5001516,10.564,0.02,10.144,0.015,10.034,0.019,AAA,222,111,000,1,J032455.88+500151.3,9.979,0.024,9.997,0.021,9.95,0.055,8.613,,hh00,0,AAAU,0000,,,,,,
2124,441835346009033984,441835346009033984,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03282180+5036060,J032821.80+503605.4,52.09083543049528,50.60163670186972,11.983796,12.516595,11.310638,5.650515280599118,0.013844559,1.0389355,304376.9625983948,250.07343,475,11.978837,12.494999,11.298759,175.64845,176.03061,176.39151,175.63213,176.09515,176.48854,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03282180+5036060,10.403,0.021,9.984,0.03,9.845,0.026,AAA,222,111,000,1,J032821.80+503605.4,9.809,0.032,9.832,0.031,9.668,0.062,8.498,,0000,0,AAAU,0000,,,,,,
2130,441866411512345856,441866411512345856,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03245698+5028543,J032457.01+502854.0,51.23745803327915,50.48175033491815,11.996798,12.494507,11.344299,5.568460874643535,0.021933584,1.3503935,301284.7773048221,483.81213,435,11.9899235,12.472796,11.333543,178.19487,178.83893,179.64491,177.82022,178.60904,179.52393,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03245698+5028543,10.538,0.018,10.135,0.017,10.015,0.019,AAA,222,111,000,1,J032457.01+502854.0,9.971,0.023,9.997,0.02,9.935,0.054,8.608,,d000,0,AAAU,0000,,,,,,
1943,441358776436543488,441358776436543488,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03251623+4822239,J032516.25+482223.6,51.31761993395208,48.3733102841324,12.002465,12.4893055,11.377715,5.824379643787014,0.016219543,0.9964805,300361.8015194984,230.70288,349,11.993255,12.457807,11.364276,170.49219,170.88115,171.24985,170.33191,170.7652,171.22865,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03251623+4822239,10.538,0.025,10.126,0.021,10.01,0.02,AAA,222,111,000,1,J032516.25+482223.6,9.993,0.024,10.023,0.02,10.079,0.057,8.977,,0000,0,AAAU,0000,,,,,,
1869,436345969787424256,436345969787424256,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,,,48.45208632866776,48.986526933474345,12.042795,12.528578,11.389391,5.425375846385425,0.014194682,1.0491924,288684.42815616133,151.22469,409,12.036308,12.500059,11.379161,182.97798,183.504,183.962,183.0453,183.4555,183.94113,6372850958230097489,18.8736,0.0566,1,6372850958230097489,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,,,,,,,,,-32768,-32768,,-32768,,,,,,,,,,,-2147483648,,,,,,,,
1640,249032477384977024,249032477384977024,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,1237666465323876496,03365364+4823580,J033653.68+482357.7,54.2235832848346,48.39945011803128,12.076718,12.595804,11.412122,5.679894980558622,0.016285392,1.1157752,277832.082563196,322.65488,459,12.07791,12.572514,11.402392,174.9467,175.37271,175.75594,174.7272,175.31537,175.87935,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.63122,0.02273204,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03365364+4823580,10.573,0.022,10.066,0.027,9.977,0.021,AAA,222,111,000,1,J033653.68+482357.7,9.88,0.023,9.893,0.022,9.887,0.052,8.855,,0000,0,AAAU,0011,,,,,,
1610,248840238948148608,248840238948148608,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03321932+4704269,J033219.34+470426.6,53.0805162281799,47.07415058761425,12.096901,12.5991,11.452542,5.695632096766509,0.012408663,0.8456436,273323.73438508244,328.17874,391,12.095674,12.581723,11.445582,174.52095,174.96095,175.35962,174.45425,174.8027,175.24365,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03321932+4704269,10.683,0.022,10.215,0.02,10.123,0.019,AAA,222,111,000,1,J033219.34+470426.6,10.062,0.023,10.085,0.019,9.963,0.05,8.743,,0000,0,AAAU,0000,,,,,,
1863,436253851328943104,436253851328943104,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03070742+4905547,J030707.44+490554.5,46.78091269563191,49.0985315917823,12.21466,12.738025,11.552821,5.755152074725778,0.014100671,1.0173383,247539.28516610875,167.36288,485,12.203257,12.708308,11.539369,172.85188,173.28186,173.69382,172.80286,173.25142,173.61227,-9223372036854775808,,,-32768,6372850959303839536,,,256,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03070742+4905547,10.807,0.022,10.359,0.021,10.204,0.018,AAA,222,111,000,1,J030707.44+490554.5,10.131,0.023,10.164,0.021,10.012,0.056,8.593,,0000,0,AAAU,0000,,,,,,
1512,243017736464006144,243017736464006144,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03200127+4653011,J032001.29+465300.8,50.005313512680615,46.88363972698202,12.259035,12.848109,11.536251,6.0797982837039815,0.027673976,2.1393557,236539.9809381093,340.4693,415,12.252605,12.823361,11.523272,163.46458,164.18907,164.85445,163.34122,164.04985,164.9773,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03200127+4653011,10.598,0.02,10.036,0.017,9.9,0.016,AAA,222,111,000,1,J032001.29+465300.8,9.785,0.023,9.781,0.02,9.695,0.052,8.563,,0000,0,AAAU,0000,,,,,,
1618,248904556077914752,248904556077914752,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,1237670962171478151,03303118+4716103,J033031.20+471609.8,52.629947885925255,47.269518269067305,12.296231,12.843686,11.614666,6.088412787921712,0.013331228,1.0185354,230558.86100052772,215.5049,338,12.280413,12.805787,11.595837,163.37169,163.7739,164.19327,163.524,163.97075,164.37283,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,14.99881,0.02455254,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03303118+4716103,10.719,0.019,10.259,0.028,10.137,0.021,AAA,222,111,000,1,J033031.20+471609.8,10.082,0.024,10.092,0.02,10.138,0.063,8.781,,0000,0,AAAU,0000,,,,,,
1879,436441176331772928,436441176331772928,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03170435+4920151,J031704.36+492014.9,49.26816382385982,49.33750019881917,12.30506,12.826268,11.645582,5.7277552454620455,0.013642381,0.96446276,227824.71137308885,263.60886,391,12.293365,12.795237,11.63246,173.824,174.12791,174.54625,173.76056,174.18616,174.65778,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03170435+4920151,10.799,0.027,10.357,0.026,10.254,0.022,AAA,222,111,000,1,J031704.36+492014.9,10.199,0.028,10.237,0.026,10.132,0.067,8.67,,dd00,0,AAAU,0000,,,,,,
1848,435672999950860160,435672999950860160,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03173139+4851511,J031731.42+485150.9,49.38082491004939,48.86421102113233,12.332546,12.879671,11.644805,5.670626703509246,0.013475753,0.98716384,222699.58704270225,218.70897,390,12.3180685,12.848542,11.628956,175.37753,175.81055,176.20532,175.47922,175.90573,176.32883,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03173139+4851511,10.745,0.02,10.287,0.019,10.154,0.016,AAA,222,111,000,1,J031731.42+485150.9,10.104,0.023,10.12,0.021,9.996,0.058,8.609,,0000,0,AAAU,0000,,,,,,
1827,435560334369389440,435560334369389440,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03171967+4834470,J031719.70+483446.7,49.33199501893285,48.57972335323487,12.361997,12.932115,11.65858,5.846944680676111,0.013178132,0.9491638,216862.47364018168,291.83047,363,12.346906,12.898864,11.6414795,170.15556,170.59302,170.98268,170.13115,170.48482,170.89519,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03171967+4834470,10.743,0.02,10.27,0.018,10.173,0.014,AAA,222,111,000,1,J031719.70+483446.7,10.133,0.023,10.165,0.019,10.195,0.061,9.01,,0000,0,AAAU,0000,,,,,,
2023,441515559925069312,441515559925069312,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03282253+4914292,J032822.55+491429.1,52.09392248819511,49.241490646026335,12.363932,12.888427,11.704646,5.768756931618153,0.012094173,0.9594689,215610.01475690343,200.7498,509,12.353194,12.858952,11.691193,172.53203,172.87813,173.26118,172.57358,172.92088,173.29137,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03282253+4914292,10.942,0.021,10.477,0.028,10.383,0.024,AAA,222,111,scc,1,J032822.55+491429.1,10.289,0.023,10.344,0.02,10.187,0.061,8.398,,0000,0,AAAU,0000,ASASSN-V J032822.29+491432.5,12.67,0.08,18.5724876,ROT     ,0.994
1552,245357913824994560,245357913824994560,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03531021+4731121,J035310.23+473111.8,58.292596947872845,47.52002001396945,12.495741,13.019208,11.83083,5.598099440644716,0.012741738,0.96152765,192244.81326509768,163.7535,494,12.477731,12.980401,11.812821,177.6131,178.07277,178.43173,177.64029,178.0097,178.34358,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03531021+4731121,11.057,0.022,10.554,0.033,10.44,0.025,AAA,222,111,000,1,J035310.23+473111.8,10.362,0.024,10.402,0.02,10.442,0.077,9.084,,0000,0,AAAU,0111,,,,,,
1642,249044331494743296,249044331494743296,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,1237670459662008428,03344035+4800224,J033440.38+480022.1,53.6681762042003,48.00623180925839,12.509609,13.044494,11.840832,5.525732535261708,0.012553723,0.877796,188820.8143303041,179.63763,349,12.497242,13.013419,11.8254595,180.12297,180.49693,180.89508,180.1635,180.5358,180.86572,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.13052,0.02547229,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03344035+4800224,11.051,0.023,10.54,0.028,10.423,0.022,AAA,222,111,000,1,J033440.38+480022.1,10.365,0.023,10.399,0.021,10.304,0.071,8.623,,0000,0,AAAU,0011,,,,,,
2018,441510822581504512,441510822581504512,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03303324+4927213,J033033.27+492720.9,52.638594729601365,49.45590872868734,12.522079,13.089165,11.8216,5.800426445531842,0.014276756,1.0301322,187866.4771892113,214.38809,523,12.502744,13.049238,11.797936,171.39955,171.8327,172.25098,171.45697,171.92468,172.36285,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03303324+4927213,10.824,0.022,10.294,0.027,10.197,0.024,AAA,222,111,000,1,J033033.27+492720.9,10.187,0.024,10.198,0.02,10.106,0.058,8.885,,d000,0,AAAU,0000,,,,,,
1748,249673217788323712,249673217788323712,alphaPer,alpha Per cluster    ,0.005,5.718,-9223372036854775808,-9223372036854775808,03354416+4906072,J033544.18+490606.9,53.93402072520488,49.10201555216388,12.546947,13.123672,11.834175,5.861503809230836,0.029177018,2.1724162,187069.9807430576,348.80087,537,12.507357,13.058529,11.795174,169.57584,170.43454,171.2467,169.31573,170.13316,171.01392,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03354416+4906072,10.878,0.023,10.3,0.031,10.193,0.021,AAA,222,111,000,1,J033544.18+490606.9,10.125,0.023,10.129,0.021,10.068,0.063,8.706,,0h00,0,AAAU,0011,,,,,,
