    0.207633748054504395E+03    0.938996514902482105E+01    0.283395260572433472E+00    0.869016981124877930E+03    0.231835293769836442E+00   -0.710832595501154304E+09   -0.690775511231546968E+01    1
    0.220014755129814148E+03    0.949022851145151947E+01   -0.606073260307312012E+00    0.812628036737442017E+03    0.309001588821411155E+00   -0.506338294477590442E+09   -0.690875511231548245E+01    1
    0.241296576261520386E+03    0.988647262428695406E+01   -0.374183148145675659E+00    0.822083127498626709E+03    0.344728302955627453E+00   -0.493177616414627194E+09   -0.690975511231547301E+01    1
    0.213091673254966736E+03    0.916765068617694823E+01    0.282418131828308105E+00    0.845231986045837402E+03    0.352386116981506348E+00   -0.450602282626429677E+09   -0.691075511231547601E+01    1
    0.206253086328506470E+03    0.900033964530702235E+01   -0.511160880327224731E+00    0.864869344234466553E+03    0.205063986778259294E+00   -0.404517699899467707E+09   -0.691175511231546658E+01    1
    0.253470677733421326E+03    0.998109333245428232E+01   -0.297407731413841248E+01    0.848973166942596436E+03    0.187769508361816412E+00   -0.374091948740244567E+09   -0.691275511231547579E+01    1
    0.238644719123840332E+03    0.966098061349786796E+01   -0.279714968800544739E+01    0.872377264499664307E+03    0.210211539268493675E+00   -0.369277008085810184E+09   -0.691375511231547435E+01    1
    0.142773132383823395E+04    0.923992815662010969E+01    0.216591358184814453E-02    0.814923608303070068E+03    0.737046957015991266E-01   -0.366021634415779769E+09   -0.691475511231548357E+01    1
    0.255839288234710693E+03    0.100055396593430110E+02   -0.243690675497055054E+01    0.818771511316299438E+03    0.348220682144165072E+00   -0.365368383265510201E+09   -0.691575511231552209E+01    1
    0.142690543413162231E+04    0.923815061171988106E+01   -0.252247592806816101E+01    0.824880117177963257E+03    0.316858291625976576E-04   -0.357235018289705455E+09   -0.691675511231554463E+01    1
    0.142510790348052979E+04    0.927118589726782893E+01   -0.214385235309600830E+01    0.807403194904327393E+03    0.175243616104125977E-01   -0.356582604803919256E+09   -0.691775511231549967E+01    1
    0.143282436132431030E+04    0.907077035371253793E+01   -0.315629076957702637E+01    0.865680164098739624E+03    0.279708981513977051E+00   -0.352963130951755881E+09   -0.691875511231549378E+01    1
    0.257051469683647156E+03    0.100169027269769568E+02   -0.559491068124771118E+00    0.817803233861923218E+03    0.393748998641967815E-01   -0.350933825039766967E+09   -0.691975511231551454E+01    1
    0.143018330812454224E+04    0.913163784343743146E+01    0.195157021284103394E+00    0.828211325407028198E+03    0.216370558738708502E+00   -0.350265237064300895E+09   -0.692075511231548113E+01    1
    0.144065905094146729E+04    0.916880012453634485E+01   -0.359377622604370117E+01    0.845560592412948608E+03    0.212502050399780290E+00   -0.348961745428781211E+09   -0.692175511231547080E+01    1
    0.144158268570899963E+04    0.928960958747286192E+01   -0.215935069322586060E+01    0.839784091711044312E+03    0.140397667884826660E+00   -0.347452646029301941E+09   -0.692275511231549334E+01    1
    0.144041861236095428E+04    0.944273748775843202E+01   -0.309521150588989258E+01    0.830547291040420532E+03    0.823071002960205043E-02   -0.344841591087436378E+09   -0.692375511231548746E+01    1
    0.101900316596031189E+04    0.900596535119778174E+01   -0.171973851323127747E+01    0.837590384483337402E+03    0.240788531303405773E+00   -0.339746376461460948E+09   -0.692475511231548957E+01    1
    0.143261572301387787E+04    0.923334080029419724E+01   -0.292526862025260925E+01    0.893691146373748779E+03    0.242326378822326660E+00   -0.339300014046294093E+09   -0.692575511231552365E+01    1
    0.143955959737300873E+04    0.913282185646879974E+01   -0.382850921154022217E+01    0.846015459299087524E+03    0.292305588722229004E+00   -0.339113012462906182E+09   -0.692675511231553909E+01    1
    0.244160944819450378E+03    0.972838732618181012E+01   -0.246168312430381775E+01    0.805305677652359009E+03    0.165686178207397478E+00   -0.337330305545401096E+09   -0.692775511231552343E+01    1
    0.230996040701866150E+03    0.948406086452596320E+01   -0.322813937067985535E+01    0.802169424295425415E+03    0.101757049560546875E-02   -0.336739481158480048E+09   -0.692875511231550334E+01    1
    0.144726413011550903E+04    0.929928507214718181E+01   -0.226665943861007690E+01    0.867342567443847656E+03    0.904017686843872070E-01   -0.335534556534813643E+09   -0.692975511231548769E+01    1
    0.145227807462215424E+04    0.928604229484700205E+01   -0.229633244872093201E+01    0.844348132610321045E+03    0.185029983520507806E-01   -0.334336361804224193E+09   -0.693075511231546315E+01    1
    0.250244988799095154E+03    0.921250644193099255E+01    0.392366439104080200E+00    0.890331375598907471E+03    0.121973919868469241E+00   -0.333828920454117298E+09   -0.693175511231550789E+01    1
    0.144995441257953644E+04    0.964864979401606782E+01   -0.126136267185211182E+01    0.819039535522460938E+03    0.193250727653503429E+00   -0.332515512504428804E+09   -0.693275511231550912E+01    1
    0.142529116272926331E+04    0.910967899471343046E+01   -0.884265005588531494E+00    0.815676712989807129E+03    0.770930528640747098E-01   -0.331215880447798312E+09   -0.693375511231550057E+01    1
    0.143875623285770416E+04    0.918821617562046100E+01   -0.391303366422653198E+01    0.838471901416778564E+03    0.351160454750061080E+00   -0.329045824044569314E+09   -0.693475511231554709E+01    1
    0.143095864355564117E+04    0.920727081969225303E+01   -0.370063650608062744E+01    0.824959677457809448E+03    0.267083406448364258E+00   -0.328458149795330226E+09   -0.693575511231551811E+01    1
    0.144455784559249878E+04    0.968622127652679588E+01   -0.359297156333923340E+01    0.840990632772445679E+03    0.619884014129638700E-01   -0.326938723219912410E+09   -0.693675511231548558E+01    1
    0.144710777878761292E+04    0.926089701723663339E+01   -0.259665536880493164E+01    0.853146338462829590E+03    0.390338349342346236E+00   -0.326340910743577242E+09   -0.693775511231549125E+01    1
    0.110515203416347504E+04    0.903032246187412824E+01   -0.164268749952316284E+01    0.824193370342254639E+03    0.825404644012451283E-01   -0.321011162471824288E+09   -0.693875511231549424E+01    1
    0.144836918950080872E+04    0.924729039235905148E+01   -0.310152676701545715E+01    0.864210814237594604E+03    0.392458438873291016E+00   -0.320920053436710477E+09   -0.693975511231547948E+01    1
    0.924558198451995850E+03    0.901475335149800117E+01   -0.182133281230926514E+01    0.805731791257858276E+03    0.234361219406127946E+00   -0.320058358317597449E+09   -0.694075511231545761E+01    1
