    0.416119296980701336E+03    0.988542616388057382E+01   -0.980695512415641346E-02    0.878560994054013577E+03    0.239961814167528459E-01   -0.860879523999303444E+02
    0.411985835702507188E+03    0.985071478539665080E+01   -0.366677995878748053E-01    0.882486214948235329E+03    0.376912522765623231E-01   -0.846613809213786226E+02
    0.414985328796778333E+03    0.985313786702744565E+01   -0.286992152308109816E-01    0.896625306823713913E+03    0.469415016313882508E-01   -0.839197092978292005E+02
    0.414308937707604059E+03    0.985563166703897409E+01   -0.166476233141352736E-01    0.892093861068468982E+03    0.339664276591796765E-01   -0.826301324216788089E+02
    0.406552646777006601E+03    0.980374263211031050E+01   -0.672387861648915397E-02    0.877770893429388479E+03    0.579633319215703477E-01   -0.824742612013465362E+02
    0.419855508590887212E+03    0.986551721761364675E+01   -0.140008079956732701E-02    0.921319408450409469E+03    0.302761041260386533E-01   -0.823177454111480671E+02
    0.417574096189649595E+03    0.986307196896252414E+01   -0.141473828915041899E-01    0.912165362449558756E+03    0.223828892689362374E-01   -0.822618292626189742E+02
    0.420250100206094146E+03    0.989583988782095858E+01   -0.263092567831400004E-01    0.904380979286705383E+03    0.148225049773129912E-01   -0.820470809440513449E+02
    0.423714041093607705E+03    0.991106792622732513E+01   -0.244473036814112366E-01    0.914483545897846511E+03    0.123628964967126605E-01   -0.819341188476999776E+02
    0.407742974942712578E+03    0.984319092179812216E+01   -0.135146812778834668E-01    0.870466843973060236E+03    0.525512717802111874E-02   -0.818498272223019967E+02
    0.411788652512970714E+03    0.987934543357157580E+01   -0.141887125635729028E-01    0.860102672739131208E+03    0.887915570348729068E-02   -0.817933358014963261E+02
    0.413477359050889959E+03    0.988371343613491149E+01   -0.452103056090402688E-02    0.869323311573428214E+03    0.261722094120145918E-02   -0.817594843001249956E+02
    0.418080205151869905E+03    0.985822032112109170E+01   -0.608827910055742549E-02    0.916960822466235641E+03    0.282390859298093273E-01   -0.817234783401590050E+02
    0.415525385960956953E+03    0.985848416344056488E+01   -0.951093654320445125E-03    0.907068166160069950E+03    0.195539269873137422E-02   -0.816129295307808320E+02
    0.419488842637695200E+03    0.991243826533591132E+01   -0.488880441321930537E-01    0.887511289108017536E+03    0.489599830610305473E-02   -0.815892311682290483E+02
    0.414839910549706815E+03    0.987196905528904267E+01   -0.108007009875079607E-01    0.891449220186061439E+03    0.165929045888152859E-02   -0.815335903529540929E+02
    0.409880945859142230E+03    0.984577733846288261E+01   -0.183471462722577527E-01    0.880460990836830319E+03    0.115091405324855133E-01   -0.811666452735588564E+02
    0.425804938440758747E+03    0.989743727501149451E+01   -0.139744650041226937E-01    0.946616294576214955E+03    0.103631318855556772E-02   -0.811659164547370153E+02
    0.419389927810103813E+03    0.993739743741270587E+01   -0.729558020796190476E-01    0.865234880347305761E+03    0.304992297719243553E-02   -0.811626968549422685E+02
    0.421501154444616986E+03    0.990845929376327206E+01   -0.532944749395869444E-01    0.908208019779903452E+03    0.259706537528102584E-02   -0.810963451549316261E+02
    0.413106538828692123E+03    0.983395303761492201E+01   -0.933618004864245066E-03    0.901674817063994624E+03    0.368204793981879580E-01   -0.810899717777563751E+02
    0.423984719163514001E+03    0.991385691242668443E+01   -0.178091116183054510E-01    0.913172133796617118E+03    0.105266728822402521E-01   -0.810333611918631220E+02
    0.414209851640856868E+03    0.988575469472464441E+01   -0.168340281047729690E-03    0.869410329527914314E+03    0.897749992769707877E-02   -0.809448523253623762E+02
    0.421571089264718807E+03    0.989176797165029242E+01   -0.110302394795491754E-01    0.918356092680981419E+03    0.688446711789526301E-02   -0.809212197883535254E+02
    0.417693012359637351E+03    0.990677115775187289E+01   -0.285928901108982725E-01    0.874847664934505360E+03    0.140278515035097730E-01   -0.809157018097275227E+02
    0.414028874519618398E+03    0.990260688107897735E+01   -0.301248461017795677E-01    0.858073598021014845E+03    0.919007204027473632E-03   -0.807848643822149484E+02
    0.417017789629353615E+03    0.986301775170336548E+01   -0.697135142065419267E-02    0.906250191478296642E+03    0.247031516293682099E-01   -0.807307774232521353E+02
    0.425445451299666558E+03    0.992858658416749584E+01   -0.316496085653295012E-01    0.914228390845929084E+03    0.100986537620377211E-02   -0.806058085675776113E+02
    0.430071472196405978E+03    0.997238175787099834E+01   -0.847984521217428622E-01    0.909551575576301730E+03    0.154404851175740220E-02   -0.805559779390922301E+02
    0.419049366311854840E+03    0.990997572807817662E+01   -0.356998628488542913E-01    0.881846182320997741E+03    0.146854373788007642E-01   -0.804788137411876789E+02
    0.428038858705228449E+03    0.994816084103184295E+01   -0.565937019835103250E-01    0.915515871397828505E+03    0.413285597051728584E-02   -0.804650065859263321E+02
    0.417705340604508194E+03    0.990286054220959500E+01   -0.105571975620111225E-02    0.878462353136529146E+03    0.620709038472859551E-02   -0.804052400962574296E+02
    0.424208172354006194E+03    0.991688902381346793E+01   -0.251238826178292740E-01    0.915231035056951782E+03    0.236448274429805266E-02   -0.803364009591661983E+02
    0.422938321734507497E+03    0.992015319327776801E+01   -0.341809345080810179E-01    0.900365363040276634E+03    0.126228135935772291E-01   -0.802793695613591183E+02
    0.417062123361855981E+03    0.988408068274165785E+01   -0.137836171494682969E-01    0.894714335050814611E+03    0.467786551273098768E-02   -0.802643142316491094E+02
    0.416266639465725518E+03    0.989122967574641265E+01   -0.404664933132361515E-01    0.883618974852332144E+03    0.969815296310546325E-02   -0.802077374977547777E+02
    0.416583235067116334E+03    0.990294361625463537E+01   -0.398366241938739041E-01    0.875481425025283443E+03    0.644394013872814919E-02   -0.802017135651190074E+02
    0.413616397409009210E+03    0.985613948494068737E+01   -0.520995108800037521E-02    0.886954507927276381E+03    0.298684223532687323E-01   -0.801424575842508347E+02
    0.416739849077873089E+03    0.985251686313516828E+01   -0.105061139922788538E-01    0.923943068128451500E+03    0.238767466965861947E-03   -0.801041612783197792E+02
    0.412670109743949183E+03    0.985831306414920050E+01   -0.227364074831493124E-01    0.890177097127261050E+03    0.375515412997846085E-02   -0.800713920596912061E+02
    0.419148847003464653E+03    0.992090866390653403E+01   -0.705820321766443826E-01    0.880613446588560919E+03    0.134661309526107938E-02   -0.800353749134639259E+02
    0.421426445924149618E+03    0.992521953839058035E+01   -0.541934017789962308E-01    0.888060576952960105E+03    0.901413176076981161E-02   -0.800068958503123611E+02
    0.418240915146194425E+03    0.988520235989421536E+01   -0.346844921498501435E-03    0.896206323187174576E+03    0.151240499105771403E-01   -0.799412104904768341E+02
    0.428872722614688371E+03    0.996414073560040592E+01   -0.865282510975531327E-01    0.909987980121972100E+03    0.386884980752798138E-03   -0.799155860719289706E+02
    0.416715790847100038E+03    0.987290240670787256E+01   -0.617447150508065867E-02    0.894843871440223779E+03    0.230563931099009994E-01   -0.798977418994028028E+02
    0.417345084388056307E+03    0.987029500816466943E+01   -0.111816078319071366E-02    0.902219613950296548E+03    0.204380473853733417E-01   -0.798379522067641147E+02
    0.425755141081535442E+03    0.993572791190557325E+01   -0.406513632982052897E-01    0.908078931445085914E+03    0.628969883821040281E-02   -0.798295956120951615E+02
    0.414329800805593493E+03    0.986708333154612305E+01   -0.186534387920365141E-01    0.886202217415010523E+03    0.212518948883086770E-01   -0.798196974258806904E+02
